Familia,Tipo,FechaCompleta,Porcentaje,Valor,BajasEmisiones
Renovable,Hidráulica,2024-01-01T00:00:00.000+01:00,0.1909546561279231,56054.446,true
Renovable,Hidráulica,2024-01-02T00:00:00.000+01:00,0.15093244587110347,65440.427,true
Renovable,Hidráulica,2024-01-03T00:00:00.000+01:00,0.2154609590408051,91073.692,true
Renovable,Hidráulica,2024-01-04T00:00:00.000+01:00,0.43853843976972184,137000.64,true
Renovable,Hidráulica,2024-01-05T00:00:00.000+01:00,0.17545240814283863,81005.295,true
Renovable,Hidráulica,2024-01-06T00:00:00.000+01:00,0.16090287473648676,76025.968,true
Renovable,Hidráulica,2024-01-07T00:00:00.000+01:00,0.19324564823906965,87323.85,true
Renovable,Hidráulica,2024-01-08T00:00:00.000+01:00,0.3452729201166779,143353.265,true
Renovable,Hidráulica,2024-01-09T00:00:00.000+01:00,0.6931647139052971,170362.229,true
Renovable,Hidráulica,2024-01-10T00:00:00.000+01:00,0.5369720438952165,160200.253,true
Renovable,Hidráulica,2024-01-11T00:00:00.000+01:00,0.4083436061212377,154236.899,true
Renovable,Hidráulica,2024-01-12T00:00:00.000+01:00,0.3603350722924795,122403.181,true
Renovable,Hidráulica,2024-01-13T00:00:00.000+01:00,0.3799862036930514,132935.75,true
Renovable,Hidráulica,2024-01-14T00:00:00.000+01:00,0.24532722951254549,104778.274,true
Renovable,Hidráulica,2024-01-15T00:00:00.000+01:00,0.3071517116499026,132974.833,true
Renovable,Hidráulica,2024-01-16T00:00:00.000+01:00,0.22816372200434892,107777.325,true
Renovable,Hidráulica,2024-01-17T00:00:00.000+01:00,0.17882972514959278,102861.427,true
Renovable,Hidráulica,2024-01-18T00:00:00.000+01:00,0.2406879945142429,118105.729,true
Renovable,Hidráulica,2024-01-19T00:00:00.000+01:00,0.2962614987091979,135632.596,true
Renovable,Hidráulica,2024-01-20T00:00:00.000+01:00,0.37747527683404664,136552.784,true
Renovable,Hidráulica,2024-01-21T00:00:00.000+01:00,0.37402914612005217,137397.012,true
Renovable,Hidráulica,2024-01-22T00:00:00.000+01:00,0.310243182538819,141605.283,true
Renovable,Hidráulica,2024-01-23T00:00:00.000+01:00,0.3837334154304788,147789.399,true
Renovable,Hidráulica,2024-01-24T00:00:00.000+01:00,0.4127631097950408,141797.038,true
Renovable,Hidráulica,2024-01-25T00:00:00.000+01:00,0.44665711704451977,157265.073,true
Renovable,Hidráulica,2024-01-26T00:00:00.000+01:00,0.525563625725185,166799.122,true
Renovable,Hidráulica,2024-01-27T00:00:00.000+01:00,0.39234598054857195,124556.871,true
Renovable,Hidráulica,2024-01-28T00:00:00.000+01:00,0.30252665776305393,111662.472,true
Renovable,Hidráulica,2024-01-29T00:00:00.000+01:00,0.3928977122318771,136064.668,true
Renovable,Hidráulica,2024-01-30T00:00:00.000+01:00,0.5052632181949327,161320.315,true
Renovable,Hidráulica,2024-01-31T00:00:00.000+01:00,0.4806819517417296,159644.222,true
Renovable,Hidráulica,2024-02-01T00:00:00.000+01:00,0.33871018358265015,147579.356,true
Renovable,Hidráulica,2024-02-02T00:00:00.000+01:00,0.26248479773210276,120136.542,true
Renovable,Hidráulica,2024-02-03T00:00:00.000+01:00,0.331055554240066,102453.415,true
Renovable,Hidráulica,2024-02-04T00:00:00.000+01:00,0.35363085389755405,88277.383,true
Renovable,Hidráulica,2024-02-05T00:00:00.000+01:00,0.5359539682278501,139734.342,true
Renovable,Hidráulica,2024-02-06T00:00:00.000+01:00,0.38759097197318826,135034.147,true
Renovable,Hidráulica,2024-02-07T00:00:00.000+01:00,0.22413200277900144,104971.956,true
Renovable,Hidráulica,2024-02-08T00:00:00.000+01:00,0.21099351305246045,101837.15,true
Renovable,Hidráulica,2024-02-09T00:00:00.000+01:00,0.2205477100447105,103073.947,true
Renovable,Hidráulica,2024-02-10T00:00:00.000+01:00,0.11367091290082244,61989.541,true
Renovable,Hidráulica,2024-02-11T00:00:00.000+01:00,0.16666518903210298,72130.411,true
Renovable,Hidráulica,2024-02-12T00:00:00.000+01:00,0.16643076303065693,85692.12,true
Renovable,Hidráulica,2024-02-13T00:00:00.000+01:00,0.3398751621726617,136232.988,true
Renovable,Hidráulica,2024-02-14T00:00:00.000+01:00,0.35252381753469963,135873.497,true
Renovable,Hidráulica,2024-02-15T00:00:00.000+01:00,0.29180941964187695,125665.627,true
Renovable,Hidráulica,2024-02-16T00:00:00.000+01:00,0.24490945596534758,113775.876,true
Renovable,Hidráulica,2024-02-17T00:00:00.000+01:00,0.24509451890125658,99253.595,true
Renovable,Hidráulica,2024-02-18T00:00:00.000+01:00,0.2723371796695747,91380.584,true
Renovable,Hidráulica,2024-02-19T00:00:00.000+01:00,0.186101789817264,84616.672,true
Renovable,Hidráulica,2024-02-20T00:00:00.000+01:00,0.2844132736485831,122170.717,true
Renovable,Hidráulica,2024-02-21T00:00:00.000+01:00,0.33069665460163655,135417.361,true
Renovable,Hidráulica,2024-02-22T00:00:00.000+01:00,0.1464386373276838,79679.05,true
Renovable,Hidráulica,2024-02-23T00:00:00.000+01:00,0.11369988883068521,65538.464,true
Renovable,Hidráulica,2024-02-24T00:00:00.000+01:00,0.11169341204164612,58940.202,true
Renovable,Hidráulica,2024-02-25T00:00:00.000+01:00,0.11897783110277274,57865.785,true
Renovable,Hidráulica,2024-02-26T00:00:00.000+01:00,0.15776151134963645,88876.908,true
Renovable,Hidráulica,2024-02-27T00:00:00.000+01:00,0.1753008817493,99980.728,true
Renovable,Hidráulica,2024-02-28T00:00:00.000+01:00,0.20560933922788988,110690.049,true
Renovable,Hidráulica,2024-02-29T00:00:00.000+01:00,0.21049957340887665,115145.934,true
Renovable,Hidráulica,2024-03-01T00:00:00.000+01:00,0.20314362592046697,116970.778,true
Renovable,Hidráulica,2024-03-02T00:00:00.000+01:00,0.23352899120277418,117218.961,true
Renovable,Hidráulica,2024-03-03T00:00:00.000+01:00,0.20968561274128783,103344.441,true
Renovable,Hidráulica,2024-03-04T00:00:00.000+01:00,0.2316815371188862,119050.827,true
Renovable,Hidráulica,2024-03-05T00:00:00.000+01:00,0.3119178948115981,143634.288,true
Renovable,Hidráulica,2024-03-06T00:00:00.000+01:00,0.3971543308336872,163628.799,true
Renovable,Hidráulica,2024-03-07T00:00:00.000+01:00,0.27796939858748665,145020.433,true
Renovable,Hidráulica,2024-03-08T00:00:00.000+01:00,0.27417555156124174,150892.32,true
Renovable,Hidráulica,2024-03-09T00:00:00.000+01:00,0.2955189121144545,147733.994,true
Renovable,Hidráulica,2024-03-10T00:00:00.000+01:00,0.2812986948232229,131218.833,true
Renovable,Hidráulica,2024-03-11T00:00:00.000+01:00,0.2858946405239902,150302.588,true
Renovable,Hidráulica,2024-03-12T00:00:00.000+01:00,0.37653892389989485,163795.91,true
Renovable,Hidráulica,2024-03-13T00:00:00.000+01:00,0.40948688272469524,171122.458,true
Renovable,Hidráulica,2024-03-14T00:00:00.000+01:00,0.37244713252161105,175331.413,true
Renovable,Hidráulica,2024-03-15T00:00:00.000+01:00,0.4011581236164783,182245.457,true
Renovable,Hidráulica,2024-03-16T00:00:00.000+01:00,0.3959860173156621,166266.17,true
Renovable,Hidráulica,2024-03-17T00:00:00.000+01:00,0.4186667291278419,167418.855,true
Renovable,Hidráulica,2024-03-18T00:00:00.000+01:00,0.5374628142591305,186960.361,true
Renovable,Hidráulica,2024-03-19T00:00:00.000+01:00,0.5040774995057126,193569.492,true
Renovable,Hidráulica,2024-03-20T00:00:00.000+01:00,0.4167510511888019,183679.224,true
Renovable,Hidráulica,2024-03-21T00:00:00.000+01:00,0.34620328668296413,161721.803,true
Renovable,Hidráulica,2024-03-22T00:00:00.000+01:00,0.3937109783135529,169975.092,true
Renovable,Hidráulica,2024-03-23T00:00:00.000+01:00,0.2698807666337837,130807.682,true
Renovable,Hidráulica,2024-03-24T00:00:00.000+01:00,0.3048324434035668,122034.514,true
Renovable,Hidráulica,2024-03-25T00:00:00.000+01:00,0.39836613764102496,174683.443,true
Renovable,Hidráulica,2024-03-26T00:00:00.000+01:00,0.3040973772383784,163832.552,true
Renovable,Hidráulica,2024-03-27T00:00:00.000+01:00,0.21911703369884414,117924.568,true
Renovable,Hidráulica,2024-03-28T00:00:00.000+01:00,0.24322595997006025,123676.923,true
Renovable,Hidráulica,2024-03-29T00:00:00.000+01:00,0.3172974767823818,138199.157,true
Renovable,Hidráulica,2024-03-30T00:00:00.000+01:00,0.34567189211868726,145818.638,true
Renovable,Hidráulica,2024-03-31T00:00:00.000+01:00,0.3159085795172137,137992.479,true
Renovable,Hidráulica,2024-04-01T00:00:00.000+02:00,0.2782871691201734,137550.442,true
Renovable,Hidráulica,2024-04-02T00:00:00.000+02:00,0.31741855762591986,150335.603,true
Renovable,Hidráulica,2024-04-03T00:00:00.000+02:00,0.31418069221892164,154767.678,true
Renovable,Hidráulica,2024-04-04T00:00:00.000+02:00,0.3363275824595017,153371.413,true
Renovable,Hidráulica,2024-04-05T00:00:00.000+02:00,0.2974454725738755,147725.817,true
Renovable,Hidráulica,2024-04-06T00:00:00.000+02:00,0.35915370134196445,150457.486,true
Renovable,Hidráulica,2024-04-07T00:00:00.000+02:00,0.44359891642490384,158304.507,true
Renovable,Hidráulica,2024-04-08T00:00:00.000+02:00,0.33166498869371824,161016.098,true
Renovable,Hidráulica,2024-04-09T00:00:00.000+02:00,0.3189003714109852,153984.355,true
Renovable,Hidráulica,2024-04-10T00:00:00.000+02:00,0.3403564745253297,164563.336,true
Renovable,Hidráulica,2024-04-11T00:00:00.000+02:00,0.3113759143141539,144665.235,true
Renovable,Hidráulica,2024-04-12T00:00:00.000+02:00,0.3982128669507493,165463.511,true
Renovable,Hidráulica,2024-04-13T00:00:00.000+02:00,0.4117137615517278,148784.664,true
Renovable,Hidráulica,2024-04-14T00:00:00.000+02:00,0.403824764055024,136066.363,true
Renovable,Hidráulica,2024-04-15T00:00:00.000+02:00,0.29769000772968274,131206.962,true
Renovable,Hidráulica,2024-04-16T00:00:00.000+02:00,0.23871509984588699,116897.037,true
Renovable,Hidráulica,2024-04-17T00:00:00.000+02:00,0.24030138364816692,120365.345,true
Renovable,Hidráulica,2024-04-18T00:00:00.000+02:00,0.2304867082688679,118546.08,true
Renovable,Hidráulica,2024-04-19T00:00:00.000+02:00,0.29629570782631703,134006.078,true
Renovable,Hidráulica,2024-04-20T00:00:00.000+02:00,0.23544137145290714,107932.489,true
Renovable,Hidráulica,2024-04-21T00:00:00.000+02:00,0.19398816240019315,85320.625,true
Renovable,Hidráulica,2024-04-22T00:00:00.000+02:00,0.17277912876048643,89966.728,true
Renovable,Hidráulica,2024-04-23T00:00:00.000+02:00,0.17806465141384326,93380.33,true
Renovable,Hidráulica,2024-04-24T00:00:00.000+02:00,0.20869794270855863,109704.255,true
Renovable,Hidráulica,2024-04-25T00:00:00.000+02:00,0.36881207502505203,160629.161,true
Renovable,Hidráulica,2024-04-26T00:00:00.000+02:00,0.3942817220680651,168163.048,true
Renovable,Hidráulica,2024-04-27T00:00:00.000+02:00,0.24090443236228806,108163.445,true
Renovable,Hidráulica,2024-04-28T00:00:00.000+02:00,0.3334638542732514,110556.83,true
Renovable,Hidráulica,2024-04-29T00:00:00.000+02:00,0.37602333923979986,146166.096,true
Renovable,Hidráulica,2024-04-30T00:00:00.000+02:00,0.23174822368365158,100762.06,true
Renovable,Hidráulica,2024-05-01T00:00:00.000+02:00,0.14689925547318564,63876.007,true
Renovable,Hidráulica,2024-05-02T00:00:00.000+02:00,0.1446240935500436,72115.714,true
Renovable,Hidráulica,2024-05-03T00:00:00.000+02:00,0.18147212631388915,86529.728,true
Renovable,Hidráulica,2024-05-04T00:00:00.000+02:00,0.18496591852594732,89452.295,true
Renovable,Hidráulica,2024-05-05T00:00:00.000+02:00,0.2239264087986018,88994.637,true
Renovable,Hidráulica,2024-05-06T00:00:00.000+02:00,0.27911160253957784,121823.081,true
Renovable,Hidráulica,2024-05-07T00:00:00.000+02:00,0.203268039497101,99286.66,true
Renovable,Hidráulica,2024-05-08T00:00:00.000+02:00,0.18469359468432361,88849.143,true
Renovable,Hidráulica,2024-05-09T00:00:00.000+02:00,0.25803701008366076,102879.214,true
Renovable,Hidráulica,2024-05-10T00:00:00.000+02:00,0.24596444527742775,103150.31,true
Renovable,Hidráulica,2024-05-11T00:00:00.000+02:00,0.21415413985144674,80472.044,true
Renovable,Hidráulica,2024-05-12T00:00:00.000+02:00,0.2845306819345371,85466.8,true
Renovable,Hidráulica,2024-05-13T00:00:00.000+02:00,0.20798584514628565,91461.468,true
Renovable,Hidráulica,2024-05-14T00:00:00.000+02:00,0.1643441548471547,79649.635,true
Renovable,Hidráulica,2024-05-15T00:00:00.000+02:00,0.20814848473550368,96007.692,true
Renovable,Hidráulica,2024-05-16T00:00:00.000+02:00,0.25000953463637454,111987.435,true
Renovable,Hidráulica,2024-05-17T00:00:00.000+02:00,0.3415155382124217,138224.299,true
Renovable,Hidráulica,2024-05-18T00:00:00.000+02:00,0.24725174732463417,91545.427,true
Renovable,Hidráulica,2024-05-19T00:00:00.000+02:00,0.25697408066987254,81655.674,true
Renovable,Hidráulica,2024-05-20T00:00:00.000+02:00,0.25212734319230895,95994.725,true
Renovable,Hidráulica,2024-05-21T00:00:00.000+02:00,0.26425464249209446,110136.791,true
Renovable,Hidráulica,2024-05-22T00:00:00.000+02:00,0.23636726025844124,101868.447,true
