Familia,Tipo,Compuesto,Porcentaje,Valor,Fecha,BajasEmisiones
Renovable,Hidráulica,false,0.2721558942556826,76595.584,2023-01-01T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.4915900251582455,136518.071,2023-01-02T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.516836233628069,153711.167,2023-01-03T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.48751377909460486,138220.83,2023-01-04T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.5385302584610008,143184.392,2023-01-05T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.45128187316793955,131153.006,2023-01-06T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.17416824791827182,74548.891,2023-01-07T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.16741886839924458,80976.023,2023-01-08T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2187615393081991,102267.435,2023-01-09T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3521618890281243,148895.976,2023-01-10T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.36349118945522996,145905.573,2023-01-11T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.40278609889959693,157833.431,2023-01-12T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.4134991579396098,161628.396,2023-01-13T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3496399174539909,138420.982,2023-01-14T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.18322364840989946,78347.479,2023-01-15T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.177626844659204,96313.22,2023-01-16T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.17444842700239974,92918.541,2023-01-17T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.19132175570300658,101416.768,2023-01-18T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.1874588153023289,103951.279,2023-01-19T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.26526057289943267,124793.62,2023-01-20T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2359362708261354,107838.09,2023-01-21T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.20478317991123665,100486.542,2023-01-22T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2380219708411603,127735.835,2023-01-23T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3286444390958144,156867.384,2023-01-24T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.33892707365495467,163808.088,2023-01-25T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2915428749655668,159528.272,2023-01-26T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.24300088662272196,140880.854,2023-01-27T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.20757394646237418,107127.558,2023-01-28T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2412825056291868,105817.663,2023-01-29T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3760597378868019,155854.967,2023-01-30T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.31375473586137353,145817.078,2023-01-31T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.29862910844643403,137653.891,2023-02-01T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.378926981315084,138896.487,2023-02-02T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.4430922950603664,143416.64,2023-02-03T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.23709193419447108,95337.199,2023-02-04T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.1370909416002752,63243.779,2023-02-05T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.17851059777172984,82894.604,2023-02-06T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3374114000445467,126620.713,2023-02-07T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3484481956622075,122406.536,2023-02-08T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.31236795086600566,106818.993,2023-02-09T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3257971522935885,109329.05,2023-02-10T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2407022258284068,80305.318,2023-02-11T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2424486796346228,75283.96,2023-02-12T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2592304040310989,90457.165,2023-02-13T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.21067014008184493,79240.594,2023-02-14T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2880739747953474,86454.037,2023-02-15T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3397129986500058,88860.998,2023-02-16T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2416360578700385,73387.273,2023-02-17T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.26064950334794246,68174.31,2023-02-18T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.22729151715631846,59837.73,2023-02-19T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.23391835782996565,67998.752,2023-02-20T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.33500928212663555,82640.18,2023-02-21T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.32852790677001026,82623.872,2023-02-22T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.23396494820775662,74924.368,2023-02-23T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.3200794315069503,91119.401,2023-02-24T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.29662553943368036,82441.279,2023-02-25T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.08922283143924205,43660.157,2023-02-26T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.07886867786208962,45394.375,2023-02-27T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.12158221965703314,63312.256,2023-02-28T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.20488257606197277,83373.581,2023-03-01T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.194175179475875,85098.406,2023-03-02T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.20187892456733972,83127.86,2023-03-03T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2727253021158446,88133.271,2023-03-04T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.4172366118242416,92570.47,2023-03-05T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2790324236706318,84431.965,2023-03-06T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.10388480972069705,49008.364,2023-03-07T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.10159160411657721,52853.173,2023-03-08T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.09439120693626954,50407.97,2023-03-09T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.07937041209361348,43985.527,2023-03-10T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.08670051476357311,42321.494,2023-03-11T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.16277915798821113,60903.932,2023-03-12T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.11205217867263495,51463.469,2023-03-13T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.13096602911858105,60732.033,2023-03-14T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2708549355153627,93732.254,2023-03-15T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.14881344395443355,65355.42,2023-03-16T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.13409624240077153,60998.611,2023-03-17T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.20029706479378548,72576.746,2023-03-18T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.21274180954552904,64820.615,2023-03-19T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2604508029518673,82695.119,2023-03-20T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.2744827992232746,82190.406,2023-03-21T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.19779286148683645,70694.959,2023-03-22T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.14644120150988607,60530.131,2023-03-23T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.13611817619518798,57820.744,2023-03-24T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.13191893313325284,47187.581,2023-03-25T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.07974369893718475,33038.894,2023-03-26T01:00:00.000+01:00,true
Renovable,Hidráulica,false,0.17847491557906842,70293.833,2023-03-27T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.23257630229197385,83431.617,2023-03-28T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.14695501644398268,62602.532,2023-03-29T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.12506213792161006,56895.465,2023-03-30T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.09590277053458929,51196.244,2023-03-31T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.0911750399494225,40367.334,2023-04-01T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.08218519811281387,34338.057,2023-04-02T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.17403922712757036,69472.394,2023-04-03T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.12226837774060922,55127.836,2023-04-04T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.19735407025775767,77171.011,2023-04-05T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.16667428613667576,59293.434,2023-04-06T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.17237086373186292,50046.046,2023-04-07T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.19810326738741388,58587.342,2023-04-08T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.18397115575372877,47666.67,2023-04-09T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1428110989314429,42573.38,2023-04-10T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.16795701836092403,62890.385,2023-04-11T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.07721417774284607,37303.751,2023-04-12T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.0955897534931494,44146.734,2023-04-13T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.08733855396766091,42768.525,2023-04-14T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.08135705217627749,37660.313,2023-04-15T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.09128106035932496,34269.595,2023-04-16T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.11630005687151326,51073.63,2023-04-17T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.12288941020570539,52379.63,2023-04-18T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.15000585592159704,52739.061,2023-04-19T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.19061940822760565,58882.067,2023-04-20T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1633599862178929,57246.432,2023-04-21T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.13804081309932925,46573.199,2023-04-22T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.08197730283973484,30399.452,2023-04-23T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.13795582943460277,48451.694,2023-04-24T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1333647793807036,48540.703,2023-04-25T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.20010875785702759,62500.26,2023-04-26T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.23193067133265313,66510.712,2023-04-27T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.20266725596711133,66705.093,2023-04-28T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.15727671812510677,55249.248,2023-04-29T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.12151619874250606,42714.478,2023-04-30T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.10128119133916011,33750.031,2023-05-01T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1702799273225888,54063.366,2023-05-02T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.11338554260988423,46177.331,2023-05-03T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.12839784587087474,51721.465,2023-05-04T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.16259828099746246,57462.649,2023-05-05T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.12944738804339984,44278.641,2023-05-06T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.11986133846987711,42871.592,2023-05-07T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1582141194724766,56664.859,2023-05-08T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.11055413198679347,45132.775,2023-05-09T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.10903290359415346,49039.207,2023-05-10T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.09945766653307526,44868.897,2023-05-11T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.09863533066471819,42950.06,2023-05-12T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.07677842235067428,33110.952,2023-05-13T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.07951582350181251,30781.869,2023-05-14T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.0799554637836992,37898.16,2023-05-15T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.06470733438350317,34525.187,2023-05-16T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.05811197896337593,29758.108,2023-05-17T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.06875781019952118,33738.721,2023-05-18T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.08211645925658144,39449.075,2023-05-19T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.09913417074950354,37568.801,2023-05-20T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.12258258781768633,40928.612,2023-05-21T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.19689881317174499,63703.354,2023-05-22T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1592569956834581,53315.803,2023-05-23T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.14240881251992502,48491.16,2023-05-24T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.10349515570416484,42342.551,2023-05-25T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.10079083693333724,37562.231,2023-05-26T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.20430329373526768,47218.01,2023-05-27T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.18968606590618617,38471.392,2023-05-28T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.19172282028238904,49122.267,2023-05-29T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.262384904667658,64567.257,2023-05-30T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.2316502503523948,60944.738,2023-05-31T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.27273526401120574,71632.31,2023-06-01T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.2786367210378913,72396.051,2023-06-02T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.21497841136754314,51540.082,2023-06-03T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1928218678989701,43657.933,2023-06-04T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.25547007188857623,69912.623,2023-06-05T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.20540555417152226,67491.481,2023-06-06T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.24219988267722425,69266.867,2023-06-07T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.27316159405531115,72962.234,2023-06-08T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.16812802088039738,63101.046,2023-06-09T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.21470735031666022,60381.482,2023-06-10T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1941924570219004,51833.029,2023-06-11T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.27834595370694964,78398.07,2023-06-12T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.21327609270154446,74609.94,2023-06-13T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1658378750952764,68837.158,2023-06-14T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.2076518038126434,77215.075,2023-06-15T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.25473515885097914,85825.062,2023-06-16T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.18327322617838374,63805.971,2023-06-17T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.14213881817666274,47937.928,2023-06-18T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.2188583210774199,71256.988,2023-06-19T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.249117295171567,71327.78,2023-06-20T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.3063072329162008,83484.705,2023-06-21T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.20252469675121834,68210.834,2023-06-22T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.17950169256725748,63307.307,2023-06-23T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.15293239015219204,52248.556,2023-06-24T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.15277041684141568,46813.426,2023-06-25T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.1293684935601679,56384.433,2023-06-26T01:00:00.000+02:00,true
Renovable,Hidráulica,false,0.15827868029208364,67793.143,2023-06-27T01:00:00.000+02:00,true
