Fecha,Valor_Mercado_Spot,Porcentaje_Mercado_Spot,Valor_PVPC,Porcentaje_PVPC
2024-05-05T08:00:00.000+02:00,73.46,0.8145930361499224,16.72,0.18540696385007763
2024-05-17T03:00:00.000+02:00,100.22,0.62551491698914,60.0,0.3744850830108601
2024-05-24T07:00:00.000+02:00,125.43,0.5829886125958633,89.72,0.4170113874041366
2024-05-21T05:00:00.000+02:00,112.86,0.6211337369290039,68.84,0.3788662630709962
2024-05-30T22:00:00.000+02:00,115.01,0.75204341855751,37.92,0.24795658144249003
2024-05-18T04:00:00.000+02:00,99.54,0.6756720065164269,47.78,0.3243279934835732
2024-05-19T13:00:00.000+02:00,44.57,1.0,0.0,0.0
2024-05-30T13:00:00.000+02:00,119.15,0.996320762605569,0.44,0.0036792373944309724
2024-05-04T19:00:00.000+02:00,50.09,0.9390701162354705,3.25,0.06092988376452943
2024-05-04T20:00:00.000+02:00,76.05,0.7171145685997171,30.0,0.2828854314002829
2024-05-08T07:00:00.000+02:00,78.46,0.6914602978760905,35.01,0.3085397021239094
2024-05-06T03:00:00.000+02:00,101.86,0.6537029906302144,53.96,0.3462970093697857
2024-05-01T04:00:00.000+02:00,72.67,0.8029834254143646,17.83,0.19701657458563535
2024-05-02T21:00:00.000+02:00,179.8,0.7524901648949528,59.14,0.2475098351050473
2024-05-03T04:00:00.000+02:00,79.85,0.695254680017414,35.0,0.30474531998258597
2024-05-04T15:00:00.000+02:00,47.11,1.0,0.0,0.0
2024-05-24T09:00:00.000+02:00,134.13,0.6416782280055494,74.9,0.3583217719944506
2024-05-25T18:00:00.000+02:00,43.92,0.9564459930313589,2.0,0.04355400696864111
2024-05-26T02:00:00.000+02:00,109.58,0.7014017794277668,46.65,0.29859822057223323
2024-05-24T02:00:00.000+02:00,116.35,0.6001753842979469,77.51,0.399824615702053
2024-05-26T18:00:00.000+02:00,50.06,0.9912871287128713,0.44,0.008712871287128714
2024-05-23T08:00:00.000+02:00,149.99,0.6446746325109601,82.67,0.35532536748903976
2024-05-19T05:00:00.000+02:00,99.36,0.7134855665661354,39.9,0.28651443343386473
2024-05-16T19:00:00.000+02:00,150.63,0.8339146321209101,30.0,0.16608536787908987
2024-05-10T06:00:00.000+02:00,104.25,0.6465116279069767,57.0,0.35348837209302325
2024-05-26T23:00:00.000+02:00,78.48,0.687938288920056,35.6,0.3120617110799439
2024-05-28T19:00:00.000+02:00,150.1,0.8352810239287702,29.6,0.16471897607122984
2024-05-14T16:00:00.000+02:00,72.44,0.9998619737750172,-0.01,1.3802622498274673E-4
2024-05-29T05:00:00.000+02:00,89.61,0.6864036767522022,40.94,0.31359632324779774
2024-05-29T10:00:00.000+02:00,140.62,0.8290295955665605,29.0,0.17097040443343944
2024-05-29T18:00:00.000+02:00,147.77,0.8341518487157776,29.38,0.1658481512842224
2024-05-22T10:00:00.000+02:00,132.08,0.8453120000000001,24.17,0.15468800000000002
2024-05-13T13:00:00.000+02:00,112.96,1.0,0.0,0.0
2024-05-28T20:00:00.000+02:00,167.53,0.8030005272491971,41.1,0.19699947275080287
2024-05-30T12:00:00.000+02:00,121.98,0.9740477521360696,3.25,0.025952247863930366
2024-05-21T04:00:00.000+02:00,112.55,0.6233385024368631,68.01,0.37666149756313694
2024-05-23T02:00:00.000+02:00,96.24,0.6405750798722044,54.0,0.35942492012779553
2024-05-25T02:00:00.000+02:00,127.53,0.630057803468208,74.88,0.3699421965317919
2024-05-27T01:00:00.000+02:00,94.54,0.7412576446604987,33.0,0.2587423553395013
2024-05-18T10:00:00.000+02:00,51.49,0.8452068286277085,9.43,0.1547931713722915
2024-05-16T12:00:00.000+02:00,118.67,0.9733431758530183,3.25,0.026656824146981627
