Familia,Tipo,Compuesto,Porcentaje,Valor,Fecha,BajasEmisiones,Año,Mes
Renovable,Hidráulica,false,0.265904604225041,66558.82,2013-01-01T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.25091610908741196,80201.734,2013-01-02T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.3451331064461633,84810.292,2013-01-03T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.43310566105820414,88815.608,2013-01-04T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.3100788886704158,70184.389,2013-01-05T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.3513252966123247,61974.121,2013-01-06T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.5124297230333836,86838.047,2013-01-07T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.5138948421267885,97646.261,2013-01-08T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.3116644338839406,78444.694,2013-01-09T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.2749110811844613,76279.141,2013-01-10T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.29645969935357874,65667.034,2013-01-11T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.1881950288624001,54487.01,2013-01-12T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.13455874911235302,47376.068,2013-01-13T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.1887155548895197,63435.74,2013-01-14T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.17610158355100314,66616.772,2013-01-15T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.18060376155268185,80065.642,2013-01-16T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.21713000904343596,90846.149,2013-01-17T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.2297488049983437,99477.61,2013-01-18T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.26874767756343604,108760.802,2013-01-19T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.2612785249915224,110891.963,2013-01-20T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.2854851838829092,122889.557,2013-01-21T01:00:00.000+01:00,true,2013,1
Renovable,Hidráulica,false,0.34380382490945227,143621.475,2013-01-22T01:00:00.000+01:00,true,2013,1
