Familia,Tipo,Compuesto,Porcentaje,Valor,Fecha,BajasEmisiones,Año,Mes
Renovable,Hidráulica,false,0.19718853720380722,58381.148,2024-01-01T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.15570440748011716,68004.167,2024-01-02T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.22015731350369466,93862.43,2024-01-03T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.44288074417231343,139605.013,2024-01-04T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.17956310101675974,83467.494,2024-01-05T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.16387300585655923,77899.805,2024-01-06T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.19597149614779358,89119.71,2024-01-07T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.3475981971805299,145217.971,2024-01-08T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.6952264677304265,172224.091,2024-01-09T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.5402144711139266,162337.094,2024-01-10T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.4113069943382737,156155.254,2024-01-11T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.36442053337681285,124592.762,2024-01-12T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.3840581005654673,135262.175,2024-01-13T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.24912553361523215,106944.914,2024-01-14T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.3111164872648082,135473.005,2024-01-15T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.23257894762627554,110516.001,2024-01-16T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.18280332250077355,105663.619,2024-01-17T01:00:00.000+01:00,true,2024,1
Renovable,Hidráulica,false,0.24401405423475425,120280.946,2024-01-18T01:00:00.000+01:00,true,2024,1
