Familia,Tipo,Compuesto,Porcentaje,Valor,Fecha,BajasEmisiones,Año,Mes
Renovable,Hidráulica,false,0.1930388195516648,49977.614,2022-01-01T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.23851281763028084,52671.85,2022-01-02T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.19215258808946994,53077.433,2022-01-03T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.12750455069490782,51506.319,2022-01-04T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.14060962986825332,57204.864,2022-01-05T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.17764830432632722,60829.19,2022-01-06T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.1739127626067462,61838.211,2022-01-07T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.14495009831370045,56449.569,2022-01-08T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.0955583203695043,48002.614,2022-01-09T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.16374639935037777,71548.075,2022-01-10T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.18878721873651594,72597.988,2022-01-11T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.15804862146623744,64169.849,2022-01-12T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.3104732436459926,92776.88,2022-01-13T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.3703674850299159,94155.755,2022-01-14T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.3967177008401888,91897.093,2022-01-15T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.34953173976043495,77930.848,2022-01-16T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.3502371564641424,86795.307,2022-01-17T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.39478887713272476,88297.909,2022-01-18T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.306658500088027,79457.701,2022-01-19T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.1918088743773093,69431.132,2022-01-20T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.12346228071276216,55317.069,2022-01-21T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.1728535939726292,52918.314,2022-01-22T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.29170779291622506,66034.786,2022-01-23T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.3918617301668896,93488.907,2022-01-24T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.31095152742308235,75785.36,2022-01-25T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.31226110643647204,82579.864,2022-01-26T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.24569359341699906,66981.804,2022-01-27T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.15289608791874648,54868.246,2022-01-28T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.20798139601417107,54098.189,2022-01-29T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.2369994708704145,52944.092,2022-01-30T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.1185906556432772,50224.619,2022-01-31T01:00:00.000+01:00,true,2022,1
Renovable,Hidráulica,false,0.0976033473561816,43991.863,2022-02-01T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.1592575780641641,45799.616,2022-02-02T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.21786621626879393,44746.372,2022-02-03T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.21686671237402472,43792.116,2022-02-04T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.09553596862372134,27914.378,2022-02-05T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.12080688972868912,32253.266,2022-02-06T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.0929038382906727,34202.998,2022-02-07T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.13129915904622788,35435.235,2022-02-08T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.18564799096646958,44356.763,2022-02-09T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.280050320703724,52361.554,2022-02-10T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.2707991831154801,57390.492,2022-02-11T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.27373986775505,46116.569,2022-02-12T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.08282213828623979,28136.996,2022-02-13T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.08460245752662277,36444.867,2022-02-14T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.11324238667613346,43546.55,2022-02-15T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.06432400151571055,27849.294,2022-02-16T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.13195247373382568,42871.459,2022-02-17T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.16143093050479404,47616.089,2022-02-18T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.09894878179793122,33037.435,2022-02-19T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.13794809482730327,39444.094,2022-02-20T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.11452827433659318,40142.06,2022-02-21T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.12106151734230271,41178.103,2022-02-22T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.19545418272955736,47705.327,2022-02-23T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.21365641147511583,53455.103,2022-02-24T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.1194224120151696,47803.921,2022-02-25T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.1763789925282647,48600.059,2022-02-26T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.2571500805490921,48497.28,2022-02-27T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.18971864659342078,40280.311,2022-02-28T01:00:00.000+01:00,true,2022,2
Renovable,Hidráulica,false,0.1616855614432207,46023.597,2022-03-01T01:00:00.000+01:00,true,2022,3
Renovable,Hidráulica,false,0.14517119285326532,49942.987,2022-03-02T01:00:00.000+01:00,true,2022,3
Renovable,Hidráulica,false,0.19634234117332577,58474.115,2022-03-03T01:00:00.000+01:00,true,2022,3
Renovable,Hidráulica,false,0.11651763338965997,48507.676,2022-03-04T01:00:00.000+01:00,true,2022,3
Renovable,Hidráulica,false,0.19164094328795264,58040.041,2022-03-05T01:00:00.000+01:00,true,2022,3
Renovable,Hidráulica,false,0.19951152236436454,54900.447,2022-03-06T01:00:00.000+01:00,true,2022,3
