Familia,Tipo,Compuesto,Porcentaje,Valor,Fecha,BajasEmisiones,Año,Mes
Renovable,Hidráulica,false,0.25014051881153365,62482.7,2025-01-01T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.22037253753255556,74771.5,2025-01-02T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.16483498865526314,73460.5,2025-01-03T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.18504840040203374,74196.7,2025-01-04T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.1260262771390151,53504.2,2025-01-05T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.13509735788605734,56554.5,2025-01-06T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.15538832042903053,74815.2,2025-01-07T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.17793131257012004,90055.0,2025-01-08T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.17559839150731518,95345.0,2025-01-09T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.2297173258719408,112964.2,2025-01-10T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.16941221343795962,81839.0,2025-01-11T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.15820396576311072,72832.8,2025-01-12T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.2394409254369476,110741.4,2025-01-13T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.3374046153897926,127533.7,2025-01-14T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.3182498255209989,139763.6,2025-01-15T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.3042622905261637,139264.5,2025-01-16T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.3804644712000687,143045.9,2025-01-17T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.43401472462980845,140324.6,2025-01-18T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.37366028926756784,125586.1,2025-01-19T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.45864022260168025,137049.4,2025-01-20T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.33069734973951825,122102.1,2025-01-21T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.2578736133516429,112758.4,2025-01-22T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.34785637903374017,127372.0,2025-01-23T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.25487255496476396,106951.7,2025-01-24T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.1996337161977847,91164.1,2025-01-25T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.17741166750254653,80113.8,2025-01-26T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.153730776995067,83644.6,2025-01-27T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.18854795257448956,107853.5,2025-01-28T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.23791562072288575,124370.1,2025-01-29T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.2191317841929702,122125.2,2025-01-30T01:00:00.000+01:00,true,2025,1
Renovable,Hidráulica,false,0.3030873741675845,155024.0,2025-01-31T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.3778240491941406,94376.82,2025-01-01T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.4607296603787206,156323.688,2025-01-02T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6314359011343521,281406.256,2025-01-03T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6010417471223438,240992.703,2025-01-04T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.7506048745224358,318667.775,2025-01-05T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6918809049897877,289635.41,2025-01-06T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6602596123458603,317896.833,2025-01-07T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6778209054546821,343060.256,2025-01-08T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.666737777154836,362019.907,2025-01-09T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6083711375881622,299168.374,2025-01-10T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6755946931439388,326363.684,2025-01-11T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.613510297371337,282443.443,2025-01-12T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.47920916122696616,221634.181,2025-01-13T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.3058638871647145,115611.795,2025-01-14T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.3744660159486099,164451.68,2025-01-15T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.4241532494685878,194140.03,2025-01-16T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.3001943110752579,112866.164,2025-01-17T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.15072552715518409,48732.216,2025-01-18T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.28601084721394443,96127.386,2025-01-19T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.3923230659674574,117232.72,2025-01-20T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.5345990823477003,197387.946,2025-01-21T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.596427792817722,260795.367,2025-01-22T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.4167648973859867,152603.723,2025-01-23T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.5559905793261178,233309.301,2025-01-24T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6578055451398812,300391.395,2025-01-25T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6951257255034006,313897.976,2025-01-26T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.7305382623149987,397484.368,2025-01-27T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6555179931040086,374970.446,2025-01-28T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.6632270597101233,346701.135,2025-01-29T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.5810131983615576,323806.76,2025-01-30T01:00:00.000+01:00,true,2025,1
Renovable,Eólica,false,0.41436080547526444,211938.454,2025-01-31T01:00:00.000+01:00,true,2025,1
Renovable,Solar fotovoltaica,false,0.3043577427489517,76025.642,2025-01-01T01:00:00.000+01:00,true,2025,1
Renovable,Solar fotovoltaica,false,0.26656626011111884,90444.841,2025-01-02T01:00:00.000+01:00,true,2025,1
Renovable,Solar fotovoltaica,false,0.16890184583705956,75272.939,2025-01-03T01:00:00.000+01:00,true,2025,1
