FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2011-11-01T23:00:00.000Z,430369.795,1.0,328267.829,1.0,-16998.785,0.021
2011-11-02T23:00:00.000Z,441648.459,1.0,337153.995,1.0,-16113.973,0.02
2011-11-03T23:00:00.000Z,559817.394,1.0,206424.961,1.0,-13318.317,0.017
2011-11-04T23:00:00.000Z,361438.233,1.0,352302.935,1.0,-27963.284,0.037
2011-11-05T23:00:00.000Z,350001.785,1.0,353670.848,1.0,-51435.428,0.065
2011-11-06T23:00:00.000Z,547988.296,1.0,233201.827,1.0,-34854.752,0.042
2011-11-07T23:00:00.000Z,562606.319,1.0,218314.439,1.0,-17292.508,0.021
2011-11-08T23:00:00.000Z,593482.617,1.0,177632.545,1.0,-11401.429,0.014
2011-11-09T23:00:00.000Z,567974.581,1.0,201190.596,1.0,-9018.978,0.012
2011-11-10T23:00:00.000Z,528497.531,1.0,231380.791,1.0,-616.971,0.001
2011-11-11T23:00:00.000Z,361790.588,1.0,294171.568,1.0,15024.208,0.022
2011-11-12T23:00:00.000Z,321714.754,1.0,330355.475,1.0,-11041.293,0.016
2011-11-13T23:00:00.000Z,448670.791,1.0,311974.94,1.0,-2373.86,0.003
2011-11-14T23:00:00.000Z,550081.34,1.0,228108.581,1.0,-16399.688,0.021
2011-11-15T23:00:00.000Z,617447.561,1.0,192437.248,1.0,-42906.819,0.05
2011-11-16T23:00:00.000Z,635511.877,1.0,152831.474,1.0,-22257.747,0.027
2011-11-17T23:00:00.000Z,543809.155,1.0,257178.426,1.0,-33522.996,0.04
2011-11-18T23:00:00.000Z,480021.373,1.0,224325.362,1.0,-8580.411,0.012
2011-11-19T23:00:00.000Z,463852.991,1.0,204369.285,1.0,-30411.457,0.042
2011-11-20T23:00:00.000Z,620483.876,1.0,164378.583,1.0,-31148.266,0.038
2011-11-21T23:00:00.000Z,563783.332,1.0,231174.12,1.0,-15333.509,0.019
2011-11-22T23:00:00.000Z,555572.795,1.0,252726.109,1.0,-29684.327,0.035
2011-11-23T23:00:00.000Z,614778.954,1.0,175337.949,1.0,-14875.924,0.018
2011-11-24T23:00:00.000Z,615834.025,1.0,172867.007,1.0,-19103.063,0.024
2011-11-25T23:00:00.000Z,538169.023,1.0,166767.52,1.0,-10772.957,0.015
