FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2016-07-22T22:00:00.000Z,396024.147,1.0,286598.732,1.0,28502.863,0.04
2016-07-23T22:00:00.000Z,390030.662,1.0,267765.72,1.0,4688.681,0.007
2016-07-24T22:00:00.000Z,484967.78,1.0,264498.743,1.0,5395.697,0.007
2016-07-25T22:00:00.000Z,513568.573,1.0,287479.749,1.0,17856.704,0.022
2016-07-26T22:00:00.000Z,514444.733,1.0,288936.223,1.0,20944.822,0.025
2016-07-27T22:00:00.000Z,540676.372,1.0,251403.982,1.0,28265.796,0.034
2016-07-28T22:00:00.000Z,550568.016,1.0,240282.872,1.0,24631.542,0.03
2016-07-29T22:00:00.000Z,463552.199,1.0,243196.885,1.0,27973.731,0.038
2016-07-30T22:00:00.000Z,396720.886,1.0,249516.858,1.0,26024.643,0.038
2016-07-31T22:00:00.000Z,493890.557,1.0,242228.03,1.0,43423.98,0.056
2016-08-01T22:00:00.000Z,526796.531,1.0,230700.485,1.0,38427.905,0.048
2016-08-02T22:00:00.000Z,532313.599,1.0,222093.762,1.0,48488.412,0.06
2016-08-03T22:00:00.000Z,510879.115,1.0,258120.632,1.0,36447.434,0.045
2016-08-04T22:00:00.000Z,471252.843,1.0,295173.6,1.0,20873.168,0.026
2016-08-05T22:00:00.000Z,366432.284,1.0,309549.322,1.0,32877.389,0.046
2016-08-06T22:00:00.000Z,352729.846,1.0,299739.489,1.0,27551.681,0.038
2016-08-07T22:00:00.000Z,422682.08,1.0,298651.756,1.0,36360.76,0.048
2016-08-08T22:00:00.000Z,398691.868,1.0,348580.348,1.0,16929.316,0.022
2016-08-09T22:00:00.000Z,364532.944,1.0,383657.941,1.0,5177.447,0.007
2016-08-10T22:00:00.000Z,384037.065,1.0,343603.269,1.0,15990.847,0.021
2016-08-11T22:00:00.000Z,440934.534,1.0,253314.115,1.0,36878.239,0.05
2016-08-12T22:00:00.000Z,400860.573,1.0,228627.57,1.0,41842.079,0.062
2016-08-13T22:00:00.000Z,376740.92,1.0,221981.195,1.0,26074.409,0.041
2016-08-14T22:00:00.000Z,402342.787,1.0,209471.34,1.0,29988.71,0.046
2016-08-15T22:00:00.000Z,490394.22,1.0,194133.805,1.0,42727.476,0.059
