FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2017-12-11T23:00:00.000Z,629846.438,1.0,221108.332,1.0,-7485.187,0.009
2017-12-12T23:00:00.000Z,616188.533,1.0,281308.902,1.0,-43487.216,0.045
2017-12-13T23:00:00.000Z,550277.182,1.0,317441.646,1.0,-10198.358,0.011
2017-12-14T23:00:00.000Z,538289.001,1.0,308189.089,1.0,-16208.239,0.018
2017-12-15T23:00:00.000Z,506378.707,1.0,243735.175,1.0,-10890.127,0.014
2017-12-16T23:00:00.000Z,500835.164,1.0,208495.886,1.0,-3590.197,0.005
2017-12-17T23:00:00.000Z,619592.19,1.0,240759.371,1.0,-18012.264,0.02
2017-12-18T23:00:00.000Z,641035.703,1.0,246056.577,1.0,-37643.09,0.04
2017-12-19T23:00:00.000Z,657876.157,1.0,218100.872,1.0,-32380.664,0.035
2017-12-20T23:00:00.000Z,625353.989,1.0,201705.229,1.0,2305.38,0.003
2017-12-21T23:00:00.000Z,539976.532,1.0,249531.367,1.0,12406.927,0.015
2017-12-22T23:00:00.000Z,458953.146,1.0,195343.099,1.0,61686.615,0.085
2017-12-23T23:00:00.000Z,453516.657,1.0,155346.865,1.0,45028.806,0.068
2017-12-24T23:00:00.000Z,381033.097,1.0,206352.911,1.0,28368.408,0.045
2017-12-25T23:00:00.000Z,374170.174,1.0,304948.769,1.0,46440.682,0.062
2017-12-26T23:00:00.000Z,367531.857,1.0,395595.329,1.0,10398.807,0.013
2017-12-27T23:00:00.000Z,367553.651,1.0,365744.794,1.0,30358.078,0.038
2017-12-28T23:00:00.000Z,371432.68,1.0,331008.935,1.0,28688.104,0.038
2017-12-29T23:00:00.000Z,357397.722,1.0,315658.547,1.0,13193.727,0.018
2017-12-30T23:00:00.000Z,323627.475,1.0,330391.695,1.0,10881.347,0.015
2017-12-31T23:00:00.000Z,316228.056,1.0,320692.643,1.0,-28209.742,0.04
2018-01-01T23:00:00.000Z,354125.462,1.0,379788.432,1.0,11180.184,0.015
2018-01-02T23:00:00.000Z,373055.133,1.0,370445.629,1.0,28140.027,0.036
2018-01-03T23:00:00.000Z,358091.013,1.0,395551.466,1.0,26080.798,0.032
2018-01-04T23:00:00.000Z,371773.809,1.0,329151.668,1.0,47540.839,0.062
2018-01-05T23:00:00.000Z,376651.929,1.0,241256.217,1.0,27848.402,0.043
