FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2019-05-28T22:00:00.000Z,396986.948,1.0,318347.984,1.0,12799.168,0.017
2019-05-29T22:00:00.000Z,433518.622,1.0,248450.658,1.0,39586.011,0.055
2019-05-30T22:00:00.000Z,451895.494,1.0,227397.915,1.0,40607.554,0.056
2019-05-31T22:00:00.000Z,424891.021,1.0,208687.988,1.0,24779.11,0.038
2019-06-01T22:00:00.000Z,411398.553,1.0,219591.248,1.0,-13908.949,0.021
2019-06-02T22:00:00.000Z,473377.709,1.0,219310.333,1.0,34436.766,0.047
2019-06-03T22:00:00.000Z,452525.421,1.0,291412.501,1.0,3714.048,0.005
2019-06-04T22:00:00.000Z,424500.493,1.0,307409.898,1.0,-1771.62,0.002
2019-06-05T22:00:00.000Z,408747.906,1.0,310993.299,1.0,9607.231,0.013
2019-06-06T22:00:00.000Z,411280.371,1.0,314969.122,1.0,442.543,0.001
2019-06-07T22:00:00.000Z,418011.979,1.0,231652.323,1.0,1585.349,0.002
2019-06-08T22:00:00.000Z,396353.153,1.0,214714.267,1.0,-8627.836,0.014
2019-06-09T22:00:00.000Z,415487.246,1.0,251663.775,1.0,31095.816,0.044
2019-06-10T22:00:00.000Z,435348.892,1.0,260335.099,1.0,24045.002,0.033
2019-06-11T22:00:00.000Z,470162.248,1.0,211705.578,1.0,40151.078,0.056
2019-06-12T22:00:00.000Z,462185.925,1.0,232867.8,1.0,32344.161,0.044
2019-06-13T22:00:00.000Z,470472.125,1.0,222713.083,1.0,27558.527,0.038
2019-06-14T22:00:00.000Z,437388.76,1.0,208576.316,1.0,3908.755,0.006
2019-06-15T22:00:00.000Z,431863.005,1.0,161120.464,1.0,8862.396,0.015
2019-06-16T22:00:00.000Z,517907.0,1.0,178207.474,1.0,18561.114,0.026
2019-06-17T22:00:00.000Z,452095.888,1.0,274010.101,1.0,14052.585,0.019
2019-06-18T22:00:00.000Z,506626.115,1.0,213389.426,1.0,21947.373,0.03
2019-06-19T22:00:00.000Z,495922.867,1.0,211947.424,1.0,29823.816,0.04
2019-06-20T22:00:00.000Z,494471.328,1.0,220137.149,1.0,18237.388,0.025
2019-06-21T22:00:00.000Z,459805.553,1.0,206062.346,1.0,7178.796,0.011
2019-06-22T22:00:00.000Z,404013.276,1.0,228557.197,1.0,-5955.345,0.009
