FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2017-05-23T22:00:00.000Z,451700.643,1.0,239048.5,1.0,56274.543,0.075
2017-05-24T22:00:00.000Z,499394.409,1.0,220842.644,1.0,35712.129,0.047
2017-05-25T22:00:00.000Z,511296.682,1.0,211980.743,1.0,30022.809,0.04
2017-05-26T22:00:00.000Z,405911.125,1.0,248280.667,1.0,25698.208,0.038
2017-05-27T22:00:00.000Z,367731.045,1.0,241006.009,1.0,13329.884,0.021
2017-05-28T22:00:00.000Z,476083.525,1.0,194812.096,1.0,50681.491,0.07
2017-05-29T22:00:00.000Z,503073.152,1.0,189299.854,1.0,41594.809,0.056
2017-05-30T22:00:00.000Z,500173.725,1.0,203928.329,1.0,33556.2,0.045
2017-05-31T22:00:00.000Z,517998.956,1.0,207571.525,1.0,23426.439,0.031
2017-06-01T22:00:00.000Z,511991.385,1.0,209699.643,1.0,37032.741,0.048
2017-06-02T22:00:00.000Z,406869.359,1.0,216293.749,1.0,59092.198,0.086
2017-06-03T22:00:00.000Z,379285.498,1.0,233933.556,1.0,28179.78,0.042
2017-06-04T22:00:00.000Z,409611.913,1.0,269024.771,1.0,33133.785,0.046
2017-06-05T22:00:00.000Z,464651.462,1.0,235068.444,1.0,44215.049,0.059
2017-06-06T22:00:00.000Z,494187.305,1.0,206643.623,1.0,49024.579,0.065
2017-06-07T22:00:00.000Z,477611.77,1.0,245218.504,1.0,39781.167,0.052
2017-06-08T22:00:00.000Z,522644.819,1.0,173293.958,1.0,63450.773,0.084
2017-06-09T22:00:00.000Z,462869.199,1.0,179519.856,1.0,54438.663,0.078
2017-06-10T22:00:00.000Z,405542.51,1.0,210246.05,1.0,42745.574,0.064
2017-06-11T22:00:00.000Z,483171.885,1.0,276637.527,1.0,38561.786,0.048
2017-06-12T22:00:00.000Z,537605.221,1.0,245186.472,1.0,38840.029,0.047
2017-06-13T22:00:00.000Z,592835.94,1.0,200007.18,1.0,41007.383,0.049
2017-06-14T22:00:00.000Z,585682.21,1.0,211794.382,1.0,47177.441,0.056
2017-06-15T22:00:00.000Z,564441.81,1.0,250290.451,1.0,35044.477,0.041
2017-06-16T22:00:00.000Z,509868.218,1.0,232044.21,1.0,36432.156,0.047
