FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2017-01-16T23:00:00.000Z,539769.501,1.0,403460.448,1.0,-81874.32,0.079
2017-01-17T23:00:00.000Z,608661.012,1.0,332569.019,1.0,-46404.45,0.047
2017-01-18T23:00:00.000Z,634293.058,1.0,290688.819,1.0,-34112.314,0.035
2017-01-19T23:00:00.000Z,677696.33,1.0,239382.052,1.0,-45302.609,0.047
2017-01-20T23:00:00.000Z,555983.002,1.0,192701.891,1.0,23547.649,0.03
2017-01-21T23:00:00.000Z,516848.652,1.0,229011.229,1.0,-6862.859,0.009
2017-01-22T23:00:00.000Z,612718.201,1.0,267928.429,1.0,-27917.747,0.03
2017-01-23T23:00:00.000Z,632527.37,1.0,291104.106,1.0,-75776.243,0.075
2017-01-24T23:00:00.000Z,676550.545,1.0,247965.924,1.0,-72549.002,0.073
2017-01-25T23:00:00.000Z,630906.295,1.0,261655.218,1.0,-32200.156,0.035
2017-01-26T23:00:00.000Z,571886.77,1.0,300553.71,1.0,-19717.939,0.022
2017-01-27T23:00:00.000Z,489951.324,1.0,272870.848,1.0,12101.094,0.015
2017-01-28T23:00:00.000Z,478453.841,1.0,204988.923,1.0,48508.214,0.063
2017-01-29T23:00:00.000Z,537345.475,1.0,220746.73,1.0,61695.703,0.073
2017-01-30T23:00:00.000Z,602549.432,1.0,212375.055,1.0,-9298.478,0.011
2017-01-31T23:00:00.000Z,545077.577,1.0,235066.216,1.0,31811.134,0.038
2017-02-01T23:00:00.000Z,452800.9,1.0,348237.755,1.0,38231.055,0.044
2017-02-02T23:00:00.000Z,429801.077,1.0,350270.003,1.0,24352.877,0.03
2017-02-03T23:00:00.000Z,371690.297,1.0,359879.151,1.0,8472.492,0.011
2017-02-04T23:00:00.000Z,341307.481,1.0,416561.147,1.0,-39707.29,0.046
2017-02-05T23:00:00.000Z,442426.309,1.0,394753.228,1.0,-40642.027,0.045
2017-02-06T23:00:00.000Z,505441.606,1.0,330668.069,1.0,-31693.662,0.036
2017-02-07T23:00:00.000Z,513586.703,1.0,371890.536,1.0,-72803.868,0.074
2017-02-08T23:00:00.000Z,560381.439,1.0,264166.32,1.0,-18968.195,0.022
2017-02-09T23:00:00.000Z,574063.595,1.0,259237.462,1.0,-17485.767,0.02
