FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2024-05-28T22:00:00.000Z,289207.102,1.0,430836.995,1.0,-24253.446,0.032
2024-05-29T22:00:00.000Z,269419.101,1.0,488085.077,1.0,-49117.008,0.059
2024-05-30T22:00:00.000Z,246708.398,1.0,536227.81,1.0,-86378.236,0.096
2024-05-31T22:00:00.000Z,230712.302,1.0,499519.528,1.0,-94725.707,0.11
2024-06-01T22:00:00.000Z,226028.729,1.0,463743.447,1.0,-92189.681,0.112
2024-06-02T22:00:00.000Z,244790.299,1.0,477493.883,1.0,-47739.14,0.061
2024-06-03T22:00:00.000Z,290595.995,1.0,407699.114,1.0,-12447.228,0.017
2024-06-04T22:00:00.000Z,315781.998,1.0,413103.346,1.0,-28256.422,0.037
2024-06-05T22:00:00.000Z,312280.505,1.0,458092.264,1.0,-48016.088,0.057
2024-06-06T22:00:00.000Z,293106.467,1.0,465501.96,1.0,-39202.588,0.048
2024-06-07T22:00:00.000Z,282831.607,1.0,400603.596,1.0,-39368.883,0.053
2024-06-08T22:00:00.000Z,252313.866,1.0,433614.204,1.0,-76978.432,0.095
2024-06-09T22:00:00.000Z,274705.132,1.0,443008.381,1.0,-29197.837,0.038
2024-06-10T22:00:00.000Z,281028.996,1.0,445769.946,1.0,-34644.914,0.044
2024-06-11T22:00:00.000Z,288610.923,1.0,443386.728,1.0,-39552.294,0.049
2024-06-12T22:00:00.000Z,302329.857,1.0,401869.005,1.0,-23110.768,0.031
2024-06-13T22:00:00.000Z,291431.537,1.0,451972.791,1.0,-42794.272,0.052
2024-06-14T22:00:00.000Z,271928.827,1.0,374632.106,1.0,1373.054,0.002
2024-06-15T22:00:00.000Z,277884.121,1.0,335349.775,1.0,-19875.746,0.03
2024-06-16T22:00:00.000Z,308193.0,1.0,450918.604,1.0,-58453.264,0.069
2024-06-17T22:00:00.000Z,330940.122,1.0,402927.454,1.0,-24048.722,0.031
2024-06-18T22:00:00.000Z,342195.947,1.0,367969.247,1.0,-12103.748,0.016
2024-06-19T22:00:00.000Z,329819.105,1.0,423911.037,1.0,-53557.524,0.065
2024-06-20T22:00:00.000Z,335314.646,1.0,414275.584,1.0,-56072.216,0.067
2024-06-21T22:00:00.000Z,308922.8,1.0,391604.805,1.0,-61965.677,0.078
