FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2012-04-01T22:00:00.000Z,590468.244,1.0,132532.941,1.0,-20411.31,0.027
2012-04-02T22:00:00.000Z,603537.275,1.0,158648.937,1.0,-39373.203,0.049
2012-04-03T22:00:00.000Z,579563.083,1.0,175742.511,1.0,-29186.779,0.037
2012-04-04T22:00:00.000Z,539920.143,1.0,162157.352,1.0,-61939.658,0.08
2012-04-05T22:00:00.000Z,471177.624,1.0,181481.643,1.0,-51029.937,0.071
2012-04-06T22:00:00.000Z,452748.881,1.0,232861.427,1.0,-49637.672,0.066
2012-04-07T22:00:00.000Z,425954.101,1.0,226513.261,1.0,-34780.705,0.048
2012-04-08T22:00:00.000Z,482391.744,1.0,187911.192,1.0,-30335.347,0.043
2012-04-09T22:00:00.000Z,443592.923,1.0,345231.118,1.0,-42976.168,0.05
2012-04-10T22:00:00.000Z,482936.941,1.0,312380.805,1.0,-49113.193,0.057
2012-04-11T22:00:00.000Z,541640.097,1.0,210418.058,1.0,-9498.82,0.012
2012-04-12T22:00:00.000Z,480384.525,1.0,320235.326,1.0,-44825.866,0.052
2012-04-13T22:00:00.000Z,378960.955,1.0,354906.772,1.0,-31823.456,0.04
2012-04-14T22:00:00.000Z,342796.314,1.0,357363.959,1.0,-33853.579,0.043
2012-04-15T22:00:00.000Z,429398.924,1.0,387653.938,1.0,-64516.121,0.072
2012-04-16T22:00:00.000Z,482867.402,1.0,332128.602,1.0,-50367.652,0.058
2012-04-17T22:00:00.000Z,410474.438,1.0,430991.112,1.0,-55630.551,0.06
2012-04-18T22:00:00.000Z,414072.613,1.0,433945.431,1.0,-63606.554,0.068
2012-04-19T22:00:00.000Z,438884.737,1.0,380443.472,1.0,-52836.548,0.06
2012-04-20T22:00:00.000Z,414215.989,1.0,315279.494,1.0,-39369.609,0.049
2012-04-21T22:00:00.000Z,416329.883,1.0,219564.249,1.0,-18073.41,0.027
2012-04-22T22:00:00.000Z,437324.698,1.0,364262.267,1.0,-58800.773,0.066
2012-04-23T22:00:00.000Z,457536.589,1.0,361030.869,1.0,-70025.968,0.077
2012-04-24T22:00:00.000Z,433683.745,1.0,377206.13,1.0,-44026.993,0.05
2012-04-25T22:00:00.000Z,489890.74,1.0,302225.858,1.0,-43725.231,0.052
2012-04-26T22:00:00.000Z,550715.432,1.0,193965.311,1.0,-6133.288,0.008
