FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2023-09-17T22:00:00.000Z,393443.092,1.0,271403.392,1.0,12604.376,0.018
2023-09-18T22:00:00.000Z,463600.416,1.0,238947.336,1.0,-11311.735,0.016
2023-09-19T22:00:00.000Z,362861.826,1.0,351450.376,1.0,-12982.596,0.017
2023-09-20T22:00:00.000Z,314742.159,1.0,416135.133,1.0,-28474.277,0.036
2023-09-21T22:00:00.000Z,338085.217,1.0,380427.572,1.0,-45836.843,0.058
2023-09-22T22:00:00.000Z,371502.477,1.0,250087.196,1.0,-26616.742,0.04
2023-09-23T22:00:00.000Z,338259.312,1.0,261934.958,1.0,-29493.235,0.044
2023-09-24T22:00:00.000Z,416537.018,1.0,262633.961,1.0,-22764.828,0.032
2023-09-25T22:00:00.000Z,420125.039,1.0,265682.095,1.0,-11030.622,0.016
2023-09-26T22:00:00.000Z,407984.248,1.0,317450.192,1.0,-37384.413,0.048
2023-09-27T22:00:00.000Z,428271.155,1.0,294478.288,1.0,-24685.946,0.032
2023-09-28T22:00:00.000Z,447960.891,1.0,250354.931,1.0,-9032.859,0.013
2023-09-29T22:00:00.000Z,385526.316,1.0,255543.351,1.0,-18161.954,0.027
2023-09-30T22:00:00.000Z,367911.954,1.0,250102.225,1.0,-21182.165,0.031
2023-10-01T22:00:00.000Z,412499.666,1.0,303175.285,1.0,-23035.579,0.03
2023-10-02T22:00:00.000Z,412521.292,1.0,299035.962,1.0,-8755.414,0.012
2023-10-03T22:00:00.000Z,441338.024,1.0,279113.533,1.0,-11161.589,0.015
2023-10-04T22:00:00.000Z,470876.797,1.0,238977.19,1.0,-6916.082,0.01
2023-10-05T22:00:00.000Z,441660.477,1.0,251459.091,1.0,9378.682,0.013
2023-10-06T22:00:00.000Z,371458.006,1.0,240627.574,1.0,22528.282,0.034
2023-10-07T22:00:00.000Z,358910.994,1.0,230785.68,1.0,6784.183,0.011
2023-10-08T22:00:00.000Z,425027.78,1.0,237441.563,1.0,12074.745,0.017
2023-10-09T22:00:00.000Z,457880.1,1.0,230103.42,1.0,4768.913,0.007
2023-10-10T22:00:00.000Z,409280.905,1.0,245730.073,1.0,23974.685,0.035
2023-10-11T22:00:00.000Z,359775.913,1.0,274932.071,1.0,-40717.437,0.058
2023-10-12T22:00:00.000Z,323946.981,1.0,294852.846,1.0,13539.229,0.021
