FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2018-12-27T23:00:00.000Z,470953.058,1.0,205203.167,1.0,47151.207,0.065
2018-12-28T23:00:00.000Z,352323.118,1.0,273932.423,1.0,61409.2,0.088
2018-12-29T23:00:00.000Z,356536.394,1.0,224685.183,1.0,71388.905,0.107
2018-12-30T23:00:00.000Z,394646.026,1.0,188142.337,1.0,76375.598,0.115
2018-12-31T23:00:00.000Z,381145.425,1.0,169351.77,1.0,41009.179,0.068
2019-01-01T23:00:00.000Z,420848.398,1.0,294297.615,1.0,40610.363,0.053
2019-01-02T23:00:00.000Z,496006.958,1.0,229057.383,1.0,62495.994,0.079
2019-01-03T23:00:00.000Z,554202.213,1.0,210376.483,1.0,31061.365,0.039
2019-01-04T23:00:00.000Z,465073.154,1.0,214172.647,1.0,42937.795,0.059
2019-01-05T23:00:00.000Z,416025.168,1.0,245903.829,1.0,13585.616,0.02
2019-01-06T23:00:00.000Z,503387.286,1.0,268624.429,1.0,-59.014,0.0
2019-01-07T23:00:00.000Z,548627.574,1.0,273012.079,1.0,29325.03,0.034
2019-01-08T23:00:00.000Z,510045.668,1.0,339982.061,1.0,4448.324,0.005
2019-01-09T23:00:00.000Z,511466.318,1.0,363276.364,1.0,-12942.694,0.015
2019-01-10T23:00:00.000Z,533469.057,1.0,330474.799,1.0,4772.125,0.005
2019-01-11T23:00:00.000Z,466528.945,1.0,276263.602,1.0,44620.612,0.056
2019-01-12T23:00:00.000Z,454677.285,1.0,268831.413,1.0,17017.022,0.022
2019-01-13T23:00:00.000Z,560764.0,1.0,275726.14,1.0,3131.052,0.004
2019-01-14T23:00:00.000Z,634972.068,1.0,172983.215,1.0,38539.67,0.046
2019-01-15T23:00:00.000Z,636628.976,1.0,178516.186,1.0,32762.019,0.039
2019-01-16T23:00:00.000Z,606607.418,1.0,181744.825,1.0,61579.098,0.072
2019-01-17T23:00:00.000Z,624946.466,1.0,207151.596,1.0,16829.214,0.02
2019-01-18T23:00:00.000Z,500860.782,1.0,232922.991,1.0,34553.356,0.045
2019-01-19T23:00:00.000Z,443034.242,1.0,281895.179,1.0,-6598.754,0.009
2019-01-20T23:00:00.000Z,551432.097,1.0,295649.31,1.0,-13267.435,0.015
