FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2017-09-01T22:00:00.000Z,383909.921,1.0,225377.271,1.0,74180.858,0.107
2017-09-02T22:00:00.000Z,394846.243,1.0,155420.706,1.0,78521.005,0.124
2017-09-03T22:00:00.000Z,510163.702,1.0,170576.491,1.0,77057.642,0.101
2017-09-04T22:00:00.000Z,552423.129,1.0,171082.313,1.0,65890.126,0.083
2017-09-05T22:00:00.000Z,487434.34,1.0,257791.67,1.0,52787.196,0.066
2017-09-06T22:00:00.000Z,502799.345,1.0,221523.699,1.0,64503.427,0.082
2017-09-07T22:00:00.000Z,515411.102,1.0,170826.022,1.0,72338.253,0.095
2017-09-08T22:00:00.000Z,359400.594,1.0,271787.276,1.0,64116.729,0.09
2017-09-09T22:00:00.000Z,354423.439,1.0,279266.157,1.0,13635.107,0.02
2017-09-10T22:00:00.000Z,414514.338,1.0,261676.156,1.0,45524.122,0.062
2017-09-11T22:00:00.000Z,498356.15,1.0,201023.443,1.0,55407.768,0.073
2017-09-12T22:00:00.000Z,524258.188,1.0,199607.154,1.0,42565.51,0.055
2017-09-13T22:00:00.000Z,476309.775,1.0,239797.88,1.0,52484.209,0.068
2017-09-14T22:00:00.000Z,434073.889,1.0,247907.305,1.0,59490.0,0.08
2017-09-15T22:00:00.000Z,415233.235,1.0,187962.975,1.0,57270.727,0.085
2017-09-16T22:00:00.000Z,415595.036,1.0,155597.988,1.0,37540.675,0.061
2017-09-17T22:00:00.000Z,455329.397,1.0,221481.629,1.0,39765.637,0.055
2017-09-18T22:00:00.000Z,519070.451,1.0,193469.534,1.0,22614.396,0.031
2017-09-19T22:00:00.000Z,564992.398,1.0,150069.278,1.0,20488.399,0.028
2017-09-20T22:00:00.000Z,551576.665,1.0,160077.552,1.0,27342.859,0.037
2017-09-21T22:00:00.000Z,514328.455,1.0,200812.746,1.0,24789.717,0.033
2017-09-22T22:00:00.000Z,458926.302,1.0,174709.969,1.0,30734.299,0.046
2017-09-23T22:00:00.000Z,442397.519,1.0,160000.07,1.0,17396.41,0.028
2017-09-24T22:00:00.000Z,520090.784,1.0,195730.413,1.0,12974.615,0.018
2017-09-25T22:00:00.000Z,558333.868,1.0,142207.87,1.0,44173.796,0.059
