FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2021-11-27T23:00:00.000Z,304196.655,1.0,472713.047,1.0,-75403.706,0.087
2021-11-28T23:00:00.000Z,428677.574,1.0,432952.407,1.0,-63387.271,0.067
2021-11-29T23:00:00.000Z,609763.82,1.0,223101.414,1.0,-35147.57,0.04
2021-11-30T23:00:00.000Z,472790.472,1.0,353769.463,1.0,-26622.528,0.031
2021-12-01T23:00:00.000Z,410110.348,1.0,463069.347,1.0,-63414.906,0.067
2021-12-02T23:00:00.000Z,444140.743,1.0,445718.262,1.0,-95137.054,0.096
2021-12-03T23:00:00.000Z,337300.095,1.0,444974.318,1.0,-60238.254,0.071
2021-12-04T23:00:00.000Z,267968.366,1.0,519545.288,1.0,-83978.969,0.092
2021-12-05T23:00:00.000Z,351537.105,1.0,425710.506,1.0,-100023.792,0.113
2021-12-06T23:00:00.000Z,363439.457,1.0,416512.722,1.0,-61705.755,0.073
2021-12-07T23:00:00.000Z,278883.715,1.0,548767.53,1.0,-92786.581,0.096
2021-12-08T23:00:00.000Z,326266.61,1.0,527457.509,1.0,-56768.168,0.061
2021-12-09T23:00:00.000Z,318519.489,1.0,548323.648,1.0,-66816.761,0.07
2021-12-10T23:00:00.000Z,349674.5,1.0,425201.101,1.0,-61496.11,0.072
2021-12-11T23:00:00.000Z,405838.542,1.0,273634.757,1.0,-28599.264,0.04
2021-12-12T23:00:00.000Z,545111.629,1.0,262223.418,1.0,-45537.908,0.053
2021-12-13T23:00:00.000Z,599364.874,1.0,222694.438,1.0,-37258.257,0.043
2021-12-14T23:00:00.000Z,554128.17,1.0,267090.657,1.0,-33118.592,0.039
2021-12-15T23:00:00.000Z,533343.933,1.0,298233.146,1.0,-36621.068,0.042
2021-12-16T23:00:00.000Z,564752.095,1.0,268242.71,1.0,-47355.021,0.054
2021-12-17T23:00:00.000Z,518763.134,1.0,236949.637,1.0,-47311.926,0.059
2021-12-18T23:00:00.000Z,425819.514,1.0,272008.765,1.0,-28953.613,0.039
2021-12-19T23:00:00.000Z,526620.14,1.0,269787.238,1.0,-20511.095,0.025
2021-12-20T23:00:00.000Z,542746.47,1.0,286047.023,1.0,-52353.123,0.059
2021-12-21T23:00:00.000Z,502790.587,1.0,290361.34,1.0,-32241.905,0.039
