FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2017-02-10T23:00:00.000Z,457113.764,1.0,282748.775,1.0,11116.502,0.015
2017-02-11T23:00:00.000Z,365687.35,1.0,390584.739,1.0,-24126.817,0.029
2017-02-12T23:00:00.000Z,460957.379,1.0,339597.008,1.0,9831.044,0.012
2017-02-13T23:00:00.000Z,498192.274,1.0,226987.437,1.0,74255.067,0.092
2017-02-14T23:00:00.000Z,505375.521,1.0,219640.642,1.0,62594.343,0.078
2017-02-15T23:00:00.000Z,536218.737,1.0,193428.214,1.0,58218.896,0.073
2017-02-16T23:00:00.000Z,548283.831,1.0,166447.299,1.0,61997.32,0.079
2017-02-17T23:00:00.000Z,492118.012,1.0,142662.239,1.0,73118.782,0.102
2017-02-18T23:00:00.000Z,426688.284,1.0,232945.808,1.0,25526.768,0.035
2017-02-19T23:00:00.000Z,505162.972,1.0,252709.33,1.0,12196.388,0.016
2017-02-20T23:00:00.000Z,504327.95,1.0,249363.383,1.0,25166.5,0.032
2017-02-21T23:00:00.000Z,508771.013,1.0,188339.299,1.0,75917.18,0.098
2017-02-22T23:00:00.000Z,519998.995,1.0,172794.24,1.0,83043.669,0.107
2017-02-23T23:00:00.000Z,473015.954,1.0,271814.961,1.0,30423.578,0.039
2017-02-24T23:00:00.000Z,445717.656,1.0,193567.51,1.0,53315.387,0.077
2017-02-25T23:00:00.000Z,431037.981,1.0,171682.224,1.0,44624.959,0.068
2017-02-26T23:00:00.000Z,407992.708,1.0,342883.639,1.0,16620.935,0.021
2017-02-27T23:00:00.000Z,396005.185,1.0,405149.108,1.0,-34272.49,0.04
2017-02-28T23:00:00.000Z,447763.041,1.0,274787.616,1.0,42824.154,0.056
2017-03-01T23:00:00.000Z,460291.329,1.0,240783.009,1.0,63329.097,0.083
2017-03-02T23:00:00.000Z,376320.197,1.0,374008.182,1.0,30170.09,0.038
2017-03-03T23:00:00.000Z,358833.015,1.0,349359.253,1.0,7020.17,0.01
2017-03-04T23:00:00.000Z,340044.403,1.0,308610.614,1.0,28526.24,0.041
2017-03-05T23:00:00.000Z,361616.314,1.0,378808.235,1.0,20413.986,0.026
2017-03-06T23:00:00.000Z,396567.729,1.0,347354.791,1.0,18463.859,0.024
