FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2022-12-12T23:00:00.000Z,370409.135,1.0,402818.138,1.0,-13115.514,0.016
2022-12-13T23:00:00.000Z,366545.735,1.0,391864.115,1.0,-12402.145,0.016
2022-12-14T23:00:00.000Z,433556.499,1.0,341570.819,1.0,-43754.717,0.052
2022-12-15T23:00:00.000Z,423133.321,1.0,313598.695,1.0,-14058.942,0.018
2022-12-16T23:00:00.000Z,438533.832,1.0,236322.293,1.0,-35323.159,0.049
2022-12-17T23:00:00.000Z,332676.109,1.0,327256.413,1.0,-19577.709,0.027
2022-12-18T23:00:00.000Z,345124.74,1.0,406517.147,1.0,-14169.672,0.018
2022-12-19T23:00:00.000Z,336804.196,1.0,428185.732,1.0,-17140.08,0.021
2022-12-20T23:00:00.000Z,315744.099,1.0,478398.25,1.0,-54784.967,0.062
2022-12-21T23:00:00.000Z,313621.46,1.0,474446.116,1.0,-72446.408,0.082
2022-12-22T23:00:00.000Z,309490.637,1.0,422083.32,1.0,-50505.899,0.063
2022-12-23T23:00:00.000Z,310160.85,1.0,313637.274,1.0,-14358.144,0.021
2022-12-24T23:00:00.000Z,293588.265,1.0,292405.783,1.0,-44387.972,0.065
2022-12-25T23:00:00.000Z,357390.811,1.0,231092.454,1.0,-26756.941,0.042
2022-12-26T23:00:00.000Z,358730.961,1.0,283107.116,1.0,-11172.21,0.017
2022-12-27T23:00:00.000Z,317766.54,1.0,362781.515,1.0,-18359.303,0.025
2022-12-28T23:00:00.000Z,310088.221,1.0,372106.914,1.0,2117.939,0.003
2022-12-29T23:00:00.000Z,275303.108,1.0,436325.233,1.0,-16910.711,0.021
2022-12-30T23:00:00.000Z,286372.843,1.0,305546.519,1.0,32712.471,0.047
2022-12-31T23:00:00.000Z,273673.256,1.0,281440.107,1.0,12148.994,0.019
2023-01-01T23:00:00.000Z,390171.1,1.0,277707.163,1.0,-31668.41,0.044
2023-01-02T23:00:00.000Z,407490.773,1.0,297407.877,1.0,-18324.467,0.025
2023-01-03T23:00:00.000Z,384823.938,1.0,283521.894,1.0,30938.641,0.043
2023-01-04T23:00:00.000Z,404465.742,1.0,265879.939,1.0,7281.321,0.011
2023-01-05T23:00:00.000Z,337862.683,1.0,290623.253,1.0,-41456.827,0.061
2023-01-06T23:00:00.000Z,270350.671,1.0,428028.024,1.0,-24606.704,0.032
