FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2024-01-22T23:00:00.000Z,399692.95,1.0,385135.6,1.0,-9365.478,0.011
2024-01-23T23:00:00.000Z,385193.679,1.0,341854.747,1.0,32512.473,0.041
2024-01-24T23:00:00.000Z,404397.435,1.0,352093.512,1.0,-13903.828,0.018
2024-01-25T23:00:00.000Z,380225.03,1.0,317371.891,1.0,30616.342,0.041
2024-01-26T23:00:00.000Z,331848.046,1.0,317466.923,1.0,9787.21,0.014
2024-01-27T23:00:00.000Z,312484.171,1.0,369099.612,1.0,-48316.902,0.063
2024-01-28T23:00:00.000Z,373513.062,1.0,346310.665,1.0,4742.215,0.006
2024-01-29T23:00:00.000Z,399502.944,1.0,319278.688,1.0,24460.168,0.033
2024-01-30T23:00:00.000Z,405662.868,1.0,332115.997,1.0,6721.319,0.009
2024-01-31T23:00:00.000Z,363762.762,1.0,435709.828,1.0,-43793.363,0.051
2024-02-01T23:00:00.000Z,339186.835,1.0,457689.524,1.0,-58216.398,0.067
2024-02-02T23:00:00.000Z,332679.569,1.0,309474.992,1.0,31199.653,0.044
2024-02-03T23:00:00.000Z,359371.596,1.0,249631.451,1.0,30901.575,0.045
2024-02-04T23:00:00.000Z,417358.015,1.0,260720.79,1.0,46505.176,0.064
2024-02-05T23:00:00.000Z,356357.144,1.0,348393.427,1.0,41612.413,0.055
2024-02-06T23:00:00.000Z,333037.181,1.0,468348.807,1.0,-37365.449,0.043
2024-02-07T23:00:00.000Z,334598.073,1.0,482655.36,1.0,-46093.745,0.052
2024-02-08T23:00:00.000Z,328512.847,1.0,467354.42,1.0,-15130.837,0.018
2024-02-09T23:00:00.000Z,270698.337,1.0,545342.158,1.0,-88034.404,0.09
2024-02-10T23:00:00.000Z,301471.44,1.0,432786.303,1.0,-69576.513,0.083
2024-02-11T23:00:00.000Z,320587.887,1.0,514881.495,1.0,-83731.694,0.087
2024-02-12T23:00:00.000Z,328662.108,1.0,400832.433,1.0,-4486.268,0.006
2024-02-13T23:00:00.000Z,327635.338,1.0,385429.056,1.0,7845.256,0.011
2024-02-14T23:00:00.000Z,317533.524,1.0,430642.805,1.0,-11097.759,0.014
2024-02-15T23:00:00.000Z,334139.786,1.0,464563.018,1.0,-59727.754,0.068
