FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2012-07-12T22:00:00.000Z,570811.623,1.0,266458.078,1.0,-24884.279,0.028
2012-07-13T22:00:00.000Z,475290.657,1.0,242013.229,1.0,3103.252,0.004
2012-07-14T22:00:00.000Z,436929.199,1.0,206293.96,1.0,4269.4,0.006
2012-07-15T22:00:00.000Z,551351.583,1.0,245010.355,1.0,-22958.216,0.028
2012-07-16T22:00:00.000Z,614304.505,1.0,217175.711,1.0,-25676.116,0.03
2012-07-17T22:00:00.000Z,634083.614,1.0,201690.289,1.0,-20865.034,0.024
2012-07-18T22:00:00.000Z,620622.841,1.0,216768.35,1.0,-12944.14,0.015
2012-07-19T22:00:00.000Z,608159.169,1.0,228521.654,1.0,-25162.74,0.029
2012-07-20T22:00:00.000Z,498824.325,1.0,229211.61,1.0,-7701.205,0.01
2012-07-21T22:00:00.000Z,456824.371,1.0,229334.221,1.0,-23333.991,0.032
2012-07-22T22:00:00.000Z,566547.688,1.0,232916.837,1.0,-18293.364,0.022
2012-07-23T22:00:00.000Z,602695.65,1.0,223207.226,1.0,-37797.582,0.043
2012-07-24T22:00:00.000Z,634390.974,1.0,188931.376,1.0,-42166.029,0.048
2012-07-25T22:00:00.000Z,629356.655,1.0,202221.687,1.0,-39423.966,0.045
2012-07-26T22:00:00.000Z,639223.665,1.0,179869.108,1.0,-37837.662,0.044
2012-07-27T22:00:00.000Z,527841.268,1.0,181717.927,1.0,-19605.673,0.027
2012-07-28T22:00:00.000Z,484538.864,1.0,160400.055,1.0,-11341.352,0.017
2012-07-29T22:00:00.000Z,596332.855,1.0,170367.512,1.0,-15437.606,0.02
2012-07-30T22:00:00.000Z,599607.391,1.0,198619.479,1.0,-28109.114,0.034
2012-07-31T22:00:00.000Z,584711.126,1.0,227019.855,1.0,-19758.575,0.024
2012-08-01T22:00:00.000Z,617014.992,1.0,187353.278,1.0,-12842.253,0.016
2012-08-02T22:00:00.000Z,604460.677,1.0,181973.733,1.0,-9700.858,0.012
2012-08-03T22:00:00.000Z,523510.234,1.0,177393.744,1.0,-7704.191,0.011
2012-08-04T22:00:00.000Z,446350.52,1.0,207161.404,1.0,-15331.686,0.022
2012-08-05T22:00:00.000Z,547069.378,1.0,179060.215,1.0,-9709.387,0.013
