FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2016-02-21T23:00:00.000Z,428373.508,1.0,285482.473,1.0,64576.078,0.082
2016-02-22T23:00:00.000Z,400107.22,1.0,381280.883,1.0,18548.879,0.023
2016-02-23T23:00:00.000Z,406656.763,1.0,353754.881,1.0,30274.283,0.038
2016-02-24T23:00:00.000Z,387357.759,1.0,410672.216,1.0,-12180.874,0.015
2016-02-25T23:00:00.000Z,382109.106,1.0,409578.404,1.0,4884.761,0.006
2016-02-26T23:00:00.000Z,298154.928,1.0,480077.662,1.0,-21601.954,0.026
2016-02-27T23:00:00.000Z,293098.829,1.0,445203.379,1.0,-21887.745,0.027
2016-02-28T23:00:00.000Z,343340.869,1.0,497710.956,1.0,-54526.955,0.06
2016-02-29T23:00:00.000Z,392715.588,1.0,420752.725,1.0,-23436.418,0.028
2016-03-01T23:00:00.000Z,372892.819,1.0,462180.957,1.0,-33168.367,0.037
2016-03-02T23:00:00.000Z,380121.477,1.0,432012.926,1.0,-24860.069,0.029
2016-03-03T23:00:00.000Z,352753.552,1.0,459657.337,1.0,-20939.913,0.025
2016-03-04T23:00:00.000Z,324908.453,1.0,451373.38,1.0,-39211.697,0.046
2016-03-05T23:00:00.000Z,323240.493,1.0,396328.888,1.0,-43775.385,0.056
2016-03-06T23:00:00.000Z,381974.365,1.0,433101.502,1.0,-3900.409,0.005
2016-03-07T23:00:00.000Z,403172.507,1.0,414411.273,1.0,-5563.671,0.007
2016-03-08T23:00:00.000Z,352723.066,1.0,471397.073,1.0,-5946.721,0.007
2016-03-09T23:00:00.000Z,356898.966,1.0,483358.99,1.0,-19637.315,0.022
2016-03-10T23:00:00.000Z,366691.486,1.0,416236.626,1.0,18301.802,0.023
2016-03-11T23:00:00.000Z,346940.941,1.0,359282.998,1.0,20593.086,0.028
2016-03-12T23:00:00.000Z,340512.343,1.0,337974.997,1.0,15724.539,0.021
2016-03-13T23:00:00.000Z,459621.015,1.0,283144.478,1.0,46258.481,0.058
2016-03-14T23:00:00.000Z,508380.76,1.0,245169.072,1.0,40844.755,0.051
2016-03-15T23:00:00.000Z,437073.969,1.0,340507.493,1.0,18821.288,0.023
2016-03-16T23:00:00.000Z,493701.513,1.0,249283.301,1.0,48168.022,0.06
