FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2023-02-01T23:00:00.000Z,433633.469,1.0,366552.117,1.0,-8383.521,0.01
2023-02-02T23:00:00.000Z,458079.623,1.0,323672.16,1.0,-7298.247,0.009
2023-02-03T23:00:00.000Z,361280.294,1.0,402110.681,1.0,-68078.092,0.08
2023-02-04T23:00:00.000Z,333296.617,1.0,461327.191,1.0,-101146.549,0.106
2023-02-05T23:00:00.000Z,370817.974,1.0,464367.971,1.0,-45187.761,0.05
2023-02-06T23:00:00.000Z,451724.907,1.0,375270.999,1.0,-18850.354,0.022
2023-02-07T23:00:00.000Z,460557.582,1.0,351290.486,1.0,-4094.436,0.005
2023-02-08T23:00:00.000Z,477209.758,1.0,341965.278,1.0,-21784.964,0.026
2023-02-09T23:00:00.000Z,465692.197,1.0,335573.989,1.0,-11858.066,0.015
2023-02-10T23:00:00.000Z,391142.854,1.0,333627.986,1.0,-20112.288,0.027
2023-02-11T23:00:00.000Z,379078.241,1.0,310515.034,1.0,-37868.832,0.052
2023-02-12T23:00:00.000Z,445560.66,1.0,348945.045,1.0,-19351.978,0.023
2023-02-13T23:00:00.000Z,438460.892,1.0,376135.859,1.0,-36118.943,0.042
2023-02-14T23:00:00.000Z,493112.653,1.0,300110.543,1.0,-25865.439,0.031
2023-02-15T23:00:00.000Z,503200.089,1.0,261576.679,1.0,-11192.362,0.014
2023-02-16T23:00:00.000Z,441787.712,1.0,303709.941,1.0,7621.556,0.01
2023-02-17T23:00:00.000Z,374516.261,1.0,261555.496,1.0,32775.167,0.048
2023-02-18T23:00:00.000Z,387914.1,1.0,263264.247,1.0,-24515.008,0.035
2023-02-19T23:00:00.000Z,430013.064,1.0,290694.38,1.0,-11353.274,0.015
2023-02-20T23:00:00.000Z,500786.076,1.0,246680.27,1.0,-29923.615,0.038
2023-02-21T23:00:00.000Z,502572.382,1.0,251497.271,1.0,-32229.614,0.041
2023-02-22T23:00:00.000Z,434941.927,1.0,320237.577,1.0,-8872.837,0.012
2023-02-23T23:00:00.000Z,471990.696,1.0,284677.464,1.0,-19626.143,0.025
2023-02-24T23:00:00.000Z,404252.064,1.0,277930.481,1.0,-12060.72,0.017
2023-02-25T23:00:00.000Z,319276.578,1.0,489337.69,1.0,-133866.524,0.135
