FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2013-08-22T22:00:00.000Z,570368.978,1.0,190603.097,1.0,3355.639,0.004
2013-08-23T22:00:00.000Z,433940.924,1.0,279373.692,1.0,-2272.159,0.003
2013-08-24T22:00:00.000Z,399626.185,1.0,240734.642,1.0,-5089.746,0.008
2013-08-25T22:00:00.000Z,491365.459,1.0,263045.279,1.0,-23353.164,0.03
2013-08-26T22:00:00.000Z,515560.124,1.0,252136.98,1.0,-25964.337,0.032
2013-08-27T22:00:00.000Z,518654.551,1.0,255918.81,1.0,-34724.709,0.043
2013-08-28T22:00:00.000Z,525745.438,1.0,234214.501,1.0,-36215.224,0.045
2013-08-29T22:00:00.000Z,535410.202,1.0,218616.617,1.0,-34628.02,0.044
2013-08-30T22:00:00.000Z,428661.743,1.0,259711.578,1.0,-28894.343,0.039
2013-08-31T22:00:00.000Z,353740.571,1.0,283777.804,1.0,-18499.01,0.027
2013-09-01T22:00:00.000Z,520719.451,1.0,236117.339,1.0,-29692.117,0.038
2013-09-02T22:00:00.000Z,572975.989,1.0,219666.55,1.0,-42377.516,0.051
2013-09-03T22:00:00.000Z,574743.262,1.0,241738.615,1.0,-55840.354,0.064
2013-09-04T22:00:00.000Z,571703.663,1.0,229667.907,1.0,-42631.255,0.05
2013-09-05T22:00:00.000Z,590997.228,1.0,186998.939,1.0,-31358.365,0.039
2013-09-06T22:00:00.000Z,489466.17,1.0,180671.51,1.0,-12966.331,0.019
2013-09-07T22:00:00.000Z,453772.964,1.0,150430.857,1.0,-3680.982,0.006
2013-09-08T22:00:00.000Z,561598.308,1.0,166449.848,1.0,-24559.849,0.033
2013-09-09T22:00:00.000Z,548853.379,1.0,234492.962,1.0,-45034.719,0.054
2013-09-10T22:00:00.000Z,467515.358,1.0,306661.676,1.0,-59863.714,0.071
2013-09-11T22:00:00.000Z,511970.151,1.0,268655.207,1.0,-51296.463,0.061
2013-09-12T22:00:00.000Z,555231.745,1.0,223446.666,1.0,-48212.931,0.058
2013-09-13T22:00:00.000Z,502712.808,1.0,174053.544,1.0,-23178.454,0.033
2013-09-14T22:00:00.000Z,441567.54,1.0,213520.708,1.0,-36644.417,0.052
2013-09-15T22:00:00.000Z,546172.877,1.0,204677.155,1.0,-30445.442,0.039
