FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2023-02-26T23:00:00.000Z,355273.125,1.0,575569.114,1.0,-121056.65,0.11
2023-02-27T23:00:00.000Z,371340.477,1.0,520736.142,1.0,-97139.934,0.096
2023-02-28T23:00:00.000Z,457297.84,1.0,406933.486,1.0,-76109.746,0.081
2023-03-01T23:00:00.000Z,456945.866,1.0,438255.838,1.0,-95103.348,0.095
2023-03-02T23:00:00.000Z,455925.579,1.0,411770.868,1.0,-94813.239,0.098
2023-03-03T23:00:00.000Z,424288.19,1.0,323157.662,1.0,-67268.858,0.082
2023-03-04T23:00:00.000Z,488860.843,1.0,221865.645,1.0,-74668.173,0.095
2023-03-05T23:00:00.000Z,512979.185,1.0,302588.366,1.0,-75145.41,0.084
2023-03-06T23:00:00.000Z,350743.842,1.0,471753.707,1.0,-63004.108,0.069
2023-03-07T23:00:00.000Z,331646.354,1.0,520251.387,1.0,-94509.069,0.096
2023-03-08T23:00:00.000Z,306277.941,1.0,534032.477,1.0,-89215.518,0.092
2023-03-09T23:00:00.000Z,302706.692,1.0,554180.404,1.0,-114920.592,0.112
2023-03-10T23:00:00.000Z,293455.26,1.0,488134.288,1.0,-134974.246,0.141
2023-03-11T23:00:00.000Z,337713.489,1.0,374150.676,1.0,-116337.354,0.134
2023-03-12T23:00:00.000Z,309678.662,1.0,459281.288,1.0,-62487.204,0.071
2023-03-13T23:00:00.000Z,351958.864,1.0,463723.558,1.0,-110802.805,0.115
2023-03-14T23:00:00.000Z,417273.59,1.0,346060.72,1.0,-85881.647,0.1
2023-03-15T23:00:00.000Z,349234.348,1.0,439176.853,1.0,-90705.208,0.1
2023-03-16T23:00:00.000Z,340129.448,1.0,454886.803,1.0,-94488.124,0.102
2023-03-17T23:00:00.000Z,334670.141,1.0,362345.529,1.0,-68370.844,0.086
2023-03-18T23:00:00.000Z,380297.065,1.0,304691.472,1.0,-103502.982,0.126
2023-03-19T23:00:00.000Z,419010.905,1.0,317507.637,1.0,-79386.903,0.095
2023-03-20T23:00:00.000Z,421620.88,1.0,299437.365,1.0,-49728.832,0.064
2023-03-21T23:00:00.000Z,370128.545,1.0,357419.163,1.0,-42001.65,0.053
2023-03-22T23:00:00.000Z,342213.557,1.0,413340.852,1.0,-69232.726,0.081
2023-03-23T23:00:00.000Z,335324.495,1.0,424783.417,1.0,-64170.737,0.075
