FechaCompleta,Generación no renovable_MWh,Generación no renovable_%,Generación renovable_MWh,Generación renovable_%,Saldo I. internacionales_MWh,Saldo I. internacionales_%
2019-05-03T22:00:00.000Z,352639.809,1.0,284544.383,1.0,1149.823,0.002
2019-05-04T22:00:00.000Z,320693.175,1.0,301126.892,1.0,-8750.791,0.013
2019-05-05T22:00:00.000Z,446437.638,1.0,194439.402,1.0,52741.183,0.076
2019-05-06T22:00:00.000Z,433599.648,1.0,262931.643,1.0,19158.008,0.027
2019-05-07T22:00:00.000Z,324902.026,1.0,409492.01,1.0,-9582.504,0.013
2019-05-08T22:00:00.000Z,372961.856,1.0,336261.328,1.0,20656.77,0.028
2019-05-09T22:00:00.000Z,368504.785,1.0,323475.525,1.0,26843.783,0.037
2019-05-10T22:00:00.000Z,363364.32,1.0,269467.201,1.0,11356.319,0.018
2019-05-11T22:00:00.000Z,296447.357,1.0,322751.325,1.0,-5956.152,0.009
2019-05-12T22:00:00.000Z,366131.386,1.0,323986.339,1.0,13049.35,0.018
2019-05-13T22:00:00.000Z,419673.109,1.0,245326.572,1.0,56855.49,0.078
2019-05-14T22:00:00.000Z,424451.38,1.0,238046.183,1.0,51953.478,0.073
2019-05-15T22:00:00.000Z,401017.585,1.0,266463.686,1.0,60035.923,0.082
2019-05-16T22:00:00.000Z,331326.19,1.0,405595.907,1.0,-15975.804,0.021
2019-05-17T22:00:00.000Z,354173.755,1.0,276283.786,1.0,11437.18,0.018
2019-05-18T22:00:00.000Z,360350.875,1.0,257655.55,1.0,-14696.27,0.023
2019-05-19T22:00:00.000Z,439832.455,1.0,202547.416,1.0,51825.598,0.075
2019-05-20T22:00:00.000Z,444634.752,1.0,189589.031,1.0,77136.147,0.108
2019-05-21T22:00:00.000Z,465477.339,1.0,185431.014,1.0,70258.958,0.097
2019-05-22T22:00:00.000Z,454242.802,1.0,191469.596,1.0,75590.689,0.105
2019-05-23T22:00:00.000Z,391612.507,1.0,294102.023,1.0,35200.732,0.049
2019-05-24T22:00:00.000Z,339171.441,1.0,311992.564,1.0,-217.202,0.0
2019-05-25T22:00:00.000Z,333201.966,1.0,282182.864,1.0,-5262.009,0.008
2019-05-26T22:00:00.000Z,406919.501,1.0,273017.838,1.0,27832.34,0.039
2019-05-27T22:00:00.000Z,393388.705,1.0,327667.591,1.0,9976.191,0.014
