Fecha,Valor_Mercado_Spot,Porcentaje_Mercado_Spot,PVPC_Valor,PVPC_Porcentaje
2023-12-02T00:00:00.000+01:00,64.25,0.38182682593451006,104.02,0.61817317406549
2023-12-14T08:00:00.000+01:00,85.0,0.37252925450322133,143.17,0.6274707454967787
2023-12-04T16:00:00.000+01:00,70.0,0.3505433421803796,129.69,0.6494566578196204
2023-12-28T20:00:00.000+01:00,128.46,0.34720795718687497,241.52,0.6527920428131251
2023-12-21T06:00:00.000+01:00,43.5,0.3678646934460888,74.75,0.6321353065539113
2023-12-23T18:00:00.000+01:00,70.68,0.4054844816705869,103.63,0.5945155183294131
2023-12-17T03:00:00.000+01:00,70.0,0.3794654957445655,114.47,0.6205345042554344
2023-12-28T14:00:00.000+01:00,90.78,0.3788182273410115,148.86,0.6211817726589886
2023-12-17T12:00:00.000+01:00,43.71,0.3707064710372318,74.2,0.6292935289627682
2023-12-24T17:00:00.000+01:00,77.57,0.40753388672901125,112.77,0.5924661132709889
2023-12-09T02:00:00.000+01:00,20.87,0.24686538916489234,63.67,0.7531346108351076
2023-12-14T21:00:00.000+01:00,96.2,0.31950579560928627,204.89,0.6804942043907137
2023-12-20T14:00:00.000+01:00,49.8,0.32640755063249655,102.77,0.6735924493675034
2023-12-22T22:00:00.000+01:00,66.9,0.34226951805996114,128.56,0.6577304819400389
2023-12-21T20:00:00.000+01:00,74.61,0.2952863418688408,178.06,0.7047136581311592
2023-12-27T07:00:00.000+01:00,80.2,0.4148776576483369,113.11,0.5851223423516632
2023-12-22T08:00:00.000+01:00,71.34,0.3562902661938771,128.89,0.643709733806123
2023-12-08T23:00:00.000+01:00,41.6,0.37983929875821765,67.92,0.6201607012417822
2023-12-20T13:00:00.000+01:00,50.1,0.25131677953348386,149.25,0.7486832204665163
2023-12-06T14:00:00.000+01:00,107.03,0.4276239562107955,143.26,0.5723760437892045
2023-12-04T14:00:00.000+01:00,59.5,0.33801056638073057,116.53,0.6619894336192694
2023-12-05T00:00:00.000+01:00,90.85,0.3979413053000438,137.45,0.6020586946999562
2023-12-17T16:00:00.000+01:00,67.0,0.39021549213744905,104.7,0.609784507862551
2023-12-19T03:00:00.000+01:00,75.0,0.39732994278448824,113.76,0.6026700572155118
2023-12-23T12:00:00.000+01:00,34.99,0.3702253729764046,59.52,0.6297746270235954
2023-12-03T10:00:00.000+01:00,61.5,0.385097056981841,98.2,0.6149029430181591
2023-12-07T22:00:00.000+01:00,92.4,0.3730168342012838,155.31,0.6269831657987163
