Fecha,Valor_Mercado_Spot,Porcentaje_Mercado_Spot,PVPC_Valor,PVPC_Porcentaje
2022-03-13T00:00:00.000+01:00,214.5,0.4266449200413716,288.26,0.5733550799586283
2022-03-02T22:00:00.000+01:00,265.78,0.4264625653862199,357.44,0.57353743461378
2022-03-19T21:00:00.000+01:00,259.92,0.4438448796980926,325.69,0.5561551203019074
2022-03-27T22:00:00.000+02:00,264.08,0.4437275262963336,331.06,0.5562724737036664
2022-03-07T11:00:00.000+01:00,450.05,0.41334876330605536,638.74,0.5866512366939447
2022-03-06T23:00:00.000+01:00,450.0,0.4433060782188947,565.1,0.5566939217811053
2022-03-29T14:00:00.000+02:00,248.01,0.42912016610433423,329.94,0.5708798338956657
2022-03-09T20:00:00.000+01:00,560.0,0.4183194018032554,778.69,0.5816805981967446
2022-03-07T21:00:00.000+01:00,450.0,0.40939981986407925,649.17,0.5906001801359206
2022-03-08T05:00:00.000+01:00,449.6,0.4367253370633718,579.88,0.5632746629366282
2022-03-28T07:00:00.000+02:00,242.99,0.44383356469642726,304.49,0.5561664353035727
2022-03-20T12:00:00.000+01:00,191.89,0.4381250285401159,246.09,0.561874971459884
2022-03-06T11:00:00.000+01:00,346.25,0.4438590419054212,433.84,0.5561409580945789
2022-03-20T18:00:00.000+01:00,198.8,0.43216451816264867,261.21,0.5678354818373513
2022-03-28T00:00:00.000+02:00,216.79,0.4337968984492246,282.96,0.5662031015507754
2022-03-16T19:00:00.000+01:00,261.55,0.3829148671400337,421.5,0.6170851328599664
2022-03-02T00:00:00.000+01:00,251.04,0.44045196154116073,318.92,0.5595480384588392
2022-03-25T01:00:00.000+01:00,245.51,0.4344002689456269,319.66,0.565599731054373
2022-03-05T05:00:00.000+01:00,347.04,0.4274470679525551,464.85,0.5725529320474448
2022-03-13T10:00:00.000+01:00,220.67,0.43851595723540393,282.55,0.561484042764596
2022-03-31T19:00:00.000+02:00,234.06,0.38880398671096345,367.94,0.6111960132890365
2022-03-06T13:00:00.000+01:00,338.54,0.44452906495791594,423.03,0.5554709350420841
2022-03-23T20:00:00.000+01:00,249.3,0.3809596577017115,405.1,0.6190403422982884
2022-03-18T02:00:00.000+01:00,198.88,0.4302154538375011,263.4,0.5697845461624989
2022-03-15T05:00:00.000+01:00,210.0,0.43055726411612744,277.74,0.5694427358838725
2022-03-31T23:00:00.000+02:00,216.71,0.41715110683349377,302.79,0.5828488931665063
2022-03-21T06:00:00.000+01:00,211.48,0.43270450546302736,277.26,0.5672954945369726
2022-03-22T19:00:00.000+01:00,256.37,0.3816676839707612,415.34,0.6183323160292388
2022-03-30T07:00:00.000+02:00,262.48,0.44433911159263273,328.24,0.5556608884073673
2022-03-12T01:00:00.000+01:00,281.96,0.435217485259161,365.9,0.5647825147408391
2022-03-14T16:00:00.000+01:00,214.48,0.41952898834207025,296.76,0.5804710116579297
2022-03-01T09:00:00.000+01:00,294.6,0.43271984841585764,386.21,0.5672801515841425
2022-03-03T03:00:00.000+01:00,307.01,0.43155749226876583,404.39,0.5684425077312342
2022-03-16T11:00:00.000+01:00,265.36,0.388299506870162,418.03,0.611700493129838
2022-03-28T14:00:00.000+02:00,216.88,0.4247718281170434,293.7,0.5752281718829566
2022-03-28T23:00:00.000+02:00,243.97,0.4222468370861386,333.82,0.5777531629138615
2022-03-10T10:00:00.000+01:00,400.95,0.40780520550453114,582.24,0.5921947944954689
2022-03-24T16:00:00.000+01:00,232.58,0.42391324159300103,316.07,0.576086758406999
2022-03-05T16:00:00.000+01:00,343.5,0.44412551879290946,429.93,0.5558744812070905
2022-03-06T12:00:00.000+01:00,350.25,0.44410772703065954,438.41,0.5558922729693404
2022-03-10T11:00:00.000+01:00,356.35,0.4017972916596196,530.54,0.5982027083403804
2022-03-23T23:00:00.000+01:00,211.0,0.4154851921865155,296.84,0.5845148078134845
2022-03-22T20:00:00.000+01:00,278.9,0.38774885997108216,440.38,0.6122511400289178
2022-03-08T04:00:00.000+01:00,429.89,0.43120950107328426,567.05,0.5687904989267157
2022-03-15T09:00:00.000+01:00,259.22,0.42909403916505273,344.89,0.5709059608349473
2022-03-30T04:00:00.000+02:00,232.33,0.43653000638833567,299.89,0.5634699936116643
2022-03-06T01:00:00.000+01:00,353.0,0.4293777064175546,469.12,0.5706222935824454
2022-03-12T20:00:00.000+01:00,292.91,0.4434939284740938,367.55,0.5565060715259061
2022-03-23T14:00:00.000+01:00,196.8,0.42046789872876833,271.25,0.5795321012712317
2022-03-09T04:00:00.000+01:00,420.03,0.4306807345658125,555.24,0.5693192654341874
2022-03-30T08:00:00.000+02:00,275.0,0.42538710226305937,371.47,0.5746128977369407
2022-03-08T03:00:00.000+01:00,424.88,0.4306900082107632,561.63,0.5693099917892368
2022-03-08T17:00:00.000+01:00,603.08,0.4397421688152599,768.36,0.5602578311847402
2022-03-12T22:00:00.000+01:00,269.55,0.4404195872751336,342.48,0.5595804127248665
2022-03-21T15:00:00.000+01:00,216.06,0.4232155449345765,294.46,0.5767844550654234
2022-03-30T12:00:00.000+02:00,260.72,0.38733639375436413,412.39,0.6126636062456359
2022-03-16T03:00:00.000+01:00,240.01,0.43823035349108963,307.67,0.5617696465089103
