Fecha,Valor_Mercado_Spot,Porcentaje_Mercado_Spot,PVPC_Valor,PVPC_Porcentaje
2018-12-09T18:00:00.000+01:00,66.01,1.0,,
2018-12-24T22:00:00.000+01:00,64.24,1.0,,
2018-12-27T11:00:00.000+01:00,68.25,1.0,,
2018-12-31T20:00:00.000+01:00,68.4,1.0,,
2018-12-04T22:00:00.000+01:00,68.25,1.0,,
2018-12-13T01:00:00.000+01:00,51.28,1.0,,
2018-12-28T02:00:00.000+01:00,60.0,1.0,,
2018-12-05T02:00:00.000+01:00,55.53,1.0,,
2018-12-31T08:00:00.000+01:00,60.0,1.0,,
2018-12-31T14:00:00.000+01:00,64.97,1.0,,
2018-12-24T01:00:00.000+01:00,63.59,1.0,,
2018-12-03T11:00:00.000+01:00,67.1,1.0,,
2018-12-12T12:00:00.000+01:00,69.01,1.0,,
2018-12-23T00:00:00.000+01:00,66.25,1.0,,
2018-12-15T00:00:00.000+01:00,66.3,1.0,,
2018-12-18T00:00:00.000+01:00,53.0,1.0,,
2018-12-03T03:00:00.000+01:00,45.51,1.0,,
2018-12-28T09:00:00.000+01:00,68.01,1.0,,
2018-12-20T10:00:00.000+01:00,67.04,1.0,,
2018-12-11T12:00:00.000+01:00,64.62,1.0,,
2018-12-05T00:00:00.000+01:00,63.75,1.0,,
2018-12-05T20:00:00.000+01:00,65.58,1.0,,
2018-12-29T10:00:00.000+01:00,62.45,1.0,,
2018-12-01T14:00:00.000+01:00,59.65,1.0,,
2018-12-04T00:00:00.000+01:00,64.01,1.0,,
2018-12-17T00:00:00.000+01:00,52.08,1.0,,
2018-12-09T08:00:00.000+01:00,51.2,1.0,,
2018-12-19T11:00:00.000+01:00,64.43,1.0,,
2018-12-17T14:00:00.000+01:00,68.99,1.0,,
2018-12-02T22:00:00.000+01:00,67.09,1.0,,
2018-12-05T18:00:00.000+01:00,68.09,1.0,,
2018-12-31T19:00:00.000+01:00,68.85,1.0,,
2018-12-12T02:00:00.000+01:00,54.76,1.0,,
2018-12-01T11:00:00.000+01:00,65.76,1.0,,
2018-12-01T12:00:00.000+01:00,64.77,1.0,,
2018-12-22T12:00:00.000+01:00,64.51,1.0,,
2018-12-11T21:00:00.000+01:00,67.3,1.0,,
2018-12-10T12:00:00.000+01:00,64.12,1.0,,
2018-12-16T03:00:00.000+01:00,46.74,1.0,,
2018-12-14T04:00:00.000+01:00,49.7,1.0,,
2018-12-06T00:00:00.000+01:00,56.7,1.0,,
2018-12-10T17:00:00.000+01:00,68.03,1.0,,
