Fecha,PVPC_Valor,PVPC_Porcentaje,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2024-03-13T05:00:00.000+01:00,74.35,0.7475366981701186,25.11,0.25246330182988136
2024-03-05T09:00:00.000+01:00,78.43,0.8164688736206538,17.63,0.18353112637934624
2024-03-04T17:00:00.000+01:00,72.24,0.9575821845174973,3.2,0.042417815482502653
2024-03-08T18:00:00.000+01:00,122.89,0.9872268637532133,1.59,0.012773136246786632
2024-03-03T19:00:00.000+01:00,45.1,0.8496608892238132,7.98,0.1503391107761869
2024-03-06T10:00:00.000+01:00,119.97,0.8938976231279337,14.24,0.10610237687206615
2024-03-14T22:00:00.000+01:00,133.14,0.6896658896658897,59.91,0.31033411033411035
2024-03-06T21:00:00.000+01:00,197.4,0.7112232030264817,80.15,0.28877679697351827
2024-03-14T16:00:00.000+01:00,75.45,0.891949403002719,9.14,0.108050596997281
2024-03-30T00:00:00.000+01:00,72.47,0.8723967738052245,10.6,0.1276032261947755
2024-03-04T09:00:00.000+01:00,81.43,0.8444467489370528,15.0,0.1555532510629472
2024-03-16T07:00:00.000+01:00,86.97,0.6990033756630767,37.45,0.30099662433692337
2024-03-13T19:00:00.000+01:00,221.82,0.691890205864005,98.78,0.308109794135995
2024-03-30T21:00:00.000+01:00,65.35,0.800661602548395,16.27,0.199338397451605
2024-03-20T10:00:00.000+01:00,147.14,0.8047473200612558,35.7,0.1952526799387443
2024-03-18T16:00:00.000+01:00,107.7,0.7106096595407759,43.86,0.28939034045922407
2024-03-23T23:00:00.000+01:00,54.55,0.9445887445887445,3.2,0.05541125541125541
2024-03-30T08:00:00.000+01:00,61.49,0.9505333127222138,3.2,0.04946668727778637
2024-03-01T12:00:00.000+01:00,115.99,1.0,0.0,0.0
2024-03-05T05:00:00.000+01:00,48.7,0.8554365009660987,8.23,0.14456349903390128
2024-03-24T02:00:00.000+01:00,62.38,1.0,0.0,0.0
2024-03-08T13:00:00.000+01:00,119.28,1.0,0.0,0.0
2024-03-03T05:00:00.000+01:00,51.97,1.0,0.0,0.0
2024-03-24T05:00:00.000+01:00,68.13,1.0,0.0,0.0
2024-03-29T11:00:00.000+01:00,126.4,0.9939451128410789,0.77,0.006054887158921129
2024-03-17T02:00:00.000+01:00,86.73,0.7752055774043619,25.15,0.22479442259563817
2024-03-15T02:00:00.000+01:00,71.09,0.7468221451833176,24.1,0.2531778548166824
2024-03-21T04:00:00.000+01:00,83.31,0.7097461237008008,34.07,0.2902538762991992
2024-03-06T15:00:00.000+01:00,59.09,0.9380854103826004,3.9,0.06191458961739958
2024-03-02T14:00:00.000+01:00,42.65,0.9997655883731834,0.01,2.3441162681669012E-4
