Fecha,PVPC_Valor,PVPC_Porcentaje,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2024-02-04T21:00:00.000+01:00,169.32,0.5856999550313051,119.77,0.4143000449686949
2024-02-04T17:00:00.000+01:00,93.94,0.6310203533284073,54.93,0.36897964667159266
2024-02-28T13:00:00.000+01:00,119.86,1.0,0.0,0.0
2024-02-08T21:00:00.000+01:00,152.44,0.8007143607521798,37.94,0.19928563924782014
2024-02-13T02:00:00.000+01:00,80.3,0.6674979218620116,40.0,0.3325020781379884
2024-02-20T05:00:00.000+01:00,86.13,0.677495477070715,41.0,0.322504522929285
2024-02-14T04:00:00.000+01:00,101.16,0.6475483292792216,55.06,0.35245167072077843
2024-02-26T08:00:00.000+01:00,81.65,0.8860553445469344,10.5,0.11394465545306565
2024-02-27T18:00:00.000+01:00,118.58,0.9633601429848079,4.51,0.03663985701519213
2024-02-28T23:00:00.000+01:00,77.35,0.8726308664259929,11.29,0.12736913357400723
2024-02-15T07:00:00.000+01:00,104.89,0.6265081830127822,62.53,0.37349181698721773
2024-02-16T13:00:00.000+01:00,156.56,0.779836620840805,44.2,0.2201633791591951
2024-02-15T12:00:00.000+01:00,167.58,0.7609317531671435,52.65,0.23906824683285655
2024-02-07T16:00:00.000+01:00,101.73,0.7309239833309383,37.45,0.26907601666906167
2024-02-11T01:00:00.000+01:00,65.24,0.7371751412429378,23.26,0.2628248587570622
2024-02-29T05:00:00.000+01:00,55.91,0.905571752510528,5.83,0.09442824748947198
2024-02-06T17:00:00.000+01:00,133.56,0.6529135705905358,71.0,0.3470864294094642
2024-02-20T04:00:00.000+01:00,84.8,0.6905537459283387,38.0,0.30944625407166126
2024-02-12T22:00:00.000+01:00,131.73,0.6666497975708502,65.87,0.3333502024291498
2024-02-16T21:00:00.000+01:00,184.82,0.7262653253693807,69.66,0.2737346746306193
2024-02-13T11:00:00.000+01:00,177.54,0.7354293525537468,63.87,0.26457064744625325
2024-02-15T20:00:00.000+01:00,177.95,0.7376471563588128,63.29,0.2623528436411872
2024-02-23T14:00:00.000+01:00,65.56,0.9998474912307457,0.01,1.525087692542321E-4
2024-02-04T03:00:00.000+01:00,118.51,0.6496190319574632,63.92,0.3503809680425369
2024-02-27T22:00:00.000+01:00,70.63,0.915014898302889,6.56,0.08498510169711103
2024-02-06T10:00:00.000+01:00,192.38,0.7073054156402808,79.61,0.29269458435971907
2024-02-22T21:00:00.000+01:00,128.11,0.9078732903408688,13.0,0.09212670965913117
2024-02-07T06:00:00.000+01:00,91.23,0.6586528048516354,47.28,0.34134719514836476
2024-02-20T08:00:00.000+01:00,120.2,0.6810970081595648,56.28,0.31890299184043513
2024-02-09T23:00:00.000+01:00,100.04,0.7408175355450236,35.0,0.2591824644549763
2024-02-29T20:00:00.000+01:00,122.77,0.939039314670338,7.97,0.060960685329661916
2024-02-13T20:00:00.000+01:00,200.85,0.7097423937241598,82.14,0.29025760627584013
2024-02-24T09:00:00.000+01:00,45.48,0.9247661651077673,3.7,0.07523383489223262
2024-02-01T03:00:00.000+01:00,99.45,0.6455696202531646,54.6,0.35443037974683544
2024-02-29T08:00:00.000+01:00,80.5,0.8895027624309392,10.0,0.11049723756906077
2024-02-19T02:00:00.000+01:00,95.73,0.6820319179253348,44.63,0.31796808207466515
2024-02-25T08:00:00.000+01:00,52.13,0.942165190674137,3.2,0.057834809325863004
2024-02-02T04:00:00.000+01:00,97.6,0.650623291780548,52.41,0.34937670821945205
2024-02-15T00:00:00.000+01:00,94.39,0.6514597280695701,50.5,0.34854027193043
2024-02-19T11:00:00.000+01:00,145.45,0.8232397554901517,31.23,0.17676024450984834
2024-02-06T23:00:00.000+01:00,116.61,0.6752171395483498,56.09,0.3247828604516503
2024-02-15T06:00:00.000+01:00,91.81,0.6614076795619912,47.0,0.3385923204380088
2024-02-29T09:00:00.000+01:00,75.44,0.9274649618883697,5.9,0.0725350381116302
2024-02-08T07:00:00.000+01:00,93.16,0.6507404302877898,50.0,0.3492595697122101
2024-02-20T18:00:00.000+01:00,188.56,0.7218989280245023,72.64,0.2781010719754977
2024-02-03T07:00:00.000+01:00,102.62,0.6437084431062602,56.8,0.35629155689373976
2024-02-26T20:00:00.000+01:00,130.21,0.9172302056917442,11.75,0.08276979430825585
2024-02-20T15:00:00.000+01:00,91.32,0.7547107438016528,29.68,0.2452892561983471
2024-02-25T22:00:00.000+01:00,45.43,0.900852667063256,5.0,0.099147332936744
