Fecha,PVPC_Valor,PVPC_Porcentaje,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2024-01-29T04:00:00.000+01:00,101.89,0.6639082556851502,51.58,0.3360917443148498
2024-01-01T19:00:00.000+01:00,103.34,0.6527698818773293,54.97,0.3472301181226707
2024-01-09T02:00:00.000+01:00,137.24,0.5823397123095855,98.43,0.4176602876904146
2024-01-15T15:00:00.000+01:00,155.09,0.6325298747909784,90.1,0.36747012520902156
2024-01-26T22:00:00.000+01:00,140.75,0.6524359152644509,74.98,0.34756408473554906
2024-01-10T12:00:00.000+01:00,206.88,0.6741616971355948,99.99,0.3258383028644051
2024-01-19T12:00:00.000+01:00,192.91,0.7101417264862876,78.74,0.2898582735137125
2024-01-06T00:00:00.000+01:00,101.88,0.6599300427516518,52.5,0.34006995724834826
2024-01-10T02:00:00.000+01:00,125.13,0.589846327896672,87.01,0.41015367210332804
2024-01-29T09:00:00.000+01:00,151.57,0.6316469411568595,88.39,0.36835305884314057
2024-01-30T17:00:00.000+01:00,152.59,0.6320520255156987,88.83,0.36794797448430117
2024-01-28T00:00:00.000+01:00,113.1,0.6458059727059898,62.03,0.35419402729401017
2024-01-01T12:00:00.000+01:00,46.4,0.9354838709677419,3.2,0.06451612903225806
2024-01-31T06:00:00.000+01:00,126.3,0.5993166935560406,84.44,0.40068330644395933
2024-01-07T20:00:00.000+01:00,142.91,0.5871163879873464,100.5,0.41288361201265356
2024-01-25T19:00:00.000+01:00,233.44,0.6738251933956818,113.0,0.3261748066043182
2024-01-12T06:00:00.000+01:00,126.13,0.5862966578347976,89.0,0.41370334216520244
2024-01-24T09:00:00.000+01:00,149.46,0.6267192217376719,89.02,0.37328077826232803
2024-01-05T20:00:00.000+01:00,196.88,0.7112202875514775,79.94,0.2887797124485225
2024-01-06T08:00:00.000+01:00,92.9,0.6697909156452777,45.8,0.3302090843547224
2024-01-13T19:00:00.000+01:00,145.56,0.5852834740651388,103.14,0.4147165259348613
2024-01-03T06:00:00.000+01:00,40.71,0.894921960870521,4.78,0.10507803912947901
2024-01-08T22:00:00.000+01:00,179.52,0.6086661693903845,115.42,0.3913338306096155
2024-01-13T05:00:00.000+01:00,122.26,0.6197911385988036,75.0,0.3802088614011964
2024-01-28T04:00:00.000+01:00,99.29,0.6929304208249005,44.0,0.3070695791750994
2024-01-04T17:00:00.000+01:00,166.31,0.6244977657617062,100.0,0.3755022342382937
2024-01-02T10:00:00.000+01:00,166.54,0.7690957790708414,50.0,0.2309042209291586
2024-01-10T16:00:00.000+01:00,156.78,0.6120632441928558,99.37,0.3879367558071443
2024-01-14T15:00:00.000+01:00,102.19,0.6212535716456927,62.3,0.3787464283543072
2024-01-12T14:00:00.000+01:00,146.29,0.6188502051694235,90.1,0.3811497948305766
2024-01-11T17:00:00.000+01:00,184.9,0.6094264996704022,118.5,0.3905735003295979
2024-01-03T10:00:00.000+01:00,180.64,0.7396003930560104,63.6,0.26039960694398956
2024-01-18T14:00:00.000+01:00,98.7,0.7365671641791045,35.3,0.2634328358208955
2024-01-28T01:00:00.000+01:00,111.81,0.6576671960472914,58.2,0.3423328039527087
2024-01-24T13:00:00.000+01:00,164.22,0.7383328837334772,58.2,0.2616671162665228
2024-01-15T11:00:00.000+01:00,202.2,0.6912820512820512,90.3,0.3087179487179487
2024-01-13T01:00:00.000+01:00,133.24,0.6036607466473359,87.48,0.39633925335266396
2024-01-07T05:00:00.000+01:00,125.68,0.6355177993527509,72.08,0.3644822006472492
2024-01-15T03:00:00.000+01:00,107.66,0.6344136711844431,62.04,0.36558632881555686
2024-01-27T09:00:00.000+01:00,116.07,0.6126035784029134,73.4,0.38739642159708665
2024-01-28T19:00:00.000+01:00,114.91,0.6162715863992277,71.55,0.3837284136007723
2024-01-26T02:00:00.000+01:00,113.1,0.6391274864376131,63.86,0.36087251356238703
2024-01-18T05:00:00.000+01:00,40.81,0.9272892524426266,3.2,0.07271074755737332
2024-01-11T19:00:00.000+01:00,251.23,0.6550294623768056,132.31,0.3449705376231945
2024-01-21T10:00:00.000+01:00,99.09,0.6282254485513218,58.64,0.3717745514486781
2024-01-17T19:00:00.000+01:00,168.94,0.7748119611080536,49.1,0.22518803889194644
2024-01-18T17:00:00.000+01:00,169.3,0.6380973918287351,96.02,0.3619026081712649
2024-01-26T06:00:00.000+01:00,117.07,0.6272503214744963,69.57,0.3727496785255036
2024-01-05T21:00:00.000+01:00,195.12,0.7137318018874826,78.26,0.2862681981125174
2024-01-31T03:00:00.000+01:00,113.68,0.6195095367847412,69.82,0.3804904632152588
2024-01-25T16:00:00.000+01:00,130.24,0.65807690364307,67.67,0.34192309635692986
2024-01-01T03:00:00.000+01:00,109.28,0.7152768687000917,43.5,0.28472313129990834
2024-01-20T19:00:00.000+01:00,143.64,0.5905764328591399,99.58,0.40942356714086015
2024-01-02T19:00:00.000+01:00,183.55,0.7461382113821139,62.45,0.25386178861788616
2024-01-24T14:00:00.000+01:00,113.65,0.6613325574629036,58.2,0.3386674425370963
2024-01-30T04:00:00.000+01:00,108.92,0.6298866527874161,64.0,0.3701133472125838
2024-01-14T06:00:00.000+01:00,118.14,0.628906042054831,69.71,0.371093957945169
2024-01-12T11:00:00.000+01:00,202.29,0.6814093711051975,94.58,0.31859062889480244
2024-01-04T13:00:00.000+01:00,197.08,0.6962973431317129,85.96,0.3037026568682871
2024-01-26T11:00:00.000+01:00,174.32,0.73642854125301,62.39,0.26357145874699
2024-01-18T09:00:00.000+01:00,125.29,0.6919805589307412,55.77,0.3080194410692588
2024-01-23T04:00:00.000+01:00,100.22,0.6314264112903226,58.5,0.36857358870967744
2024-01-21T17:00:00.000+01:00,107.3,0.6231488472036704,64.89,0.37685115279632964
