Fecha,PVPC_Valor,PVPC_Porcentaje,Valor_Mercado_Spot,Porcentaje_Mercado_Spot
2024-07-23T05:00:00.000+02:00,132.72,0.565439672801636,102.0,0.434560327198364
2024-07-31T02:00:00.000+02:00,141.18,0.5595275840202918,111.14,0.4404724159797083
2024-07-18T23:00:00.000+02:00,167.56,0.5967661514352874,113.22,0.4032338485647126
2024-07-04T17:00:00.000+02:00,55.6,1.0,0.0,0.0
2024-07-12T01:00:00.000+02:00,109.54,0.6056618378856574,71.32,0.3943381621143425
2024-07-25T13:00:00.000+02:00,171.9,0.7075529944433011,71.05,0.2924470055566989
2024-07-30T15:00:00.000+02:00,117.24,0.6314428825335271,68.43,0.3685571174664728
2024-07-18T14:00:00.000+02:00,132.4,0.6146703806870938,83.0,0.3853296193129062
2024-07-25T14:00:00.000+02:00,121.75,0.6323361379453619,70.79,0.36766386205463797
2024-07-16T05:00:00.000+02:00,134.85,0.5739519046605661,100.1,0.42604809533943394
2024-07-04T04:00:00.000+02:00,125.71,0.6111030090904672,80.0,0.3888969909095329
2024-07-22T17:00:00.000+02:00,110.05,0.6615171916326039,56.31,0.33848280836739597
2024-07-13T20:00:00.000+02:00,121.11,0.6161477411477412,75.45,0.3838522588522589
2024-07-19T12:00:00.000+02:00,181.12,0.692698971201285,80.35,0.3073010287987149
2024-07-29T13:00:00.000+02:00,200.24,0.6669331201705303,100.0,0.33306687982946975
2024-07-21T22:00:00.000+02:00,151.32,0.61322742745988,95.44,0.38677257254012
2024-07-31T19:00:00.000+02:00,214.32,0.6585141031155902,111.14,0.3414858968844098
2024-07-30T12:00:00.000+02:00,175.83,0.6993755220556064,75.58,0.30062447794439356
2024-07-28T04:00:00.000+02:00,142.75,0.5835581718583926,101.87,0.4164418281416074
2024-07-26T22:00:00.000+02:00,172.74,0.6024903212305116,113.97,0.3975096787694883
2024-07-20T08:00:00.000+02:00,117.99,0.6352770150218059,67.74,0.36472298497819416
2024-07-08T00:00:00.000+02:00,140.63,0.5875987130739982,98.7,0.4124012869260018
2024-07-16T14:00:00.000+02:00,112.74,0.6514880092458826,60.31,0.3485119907541173
2024-07-23T01:00:00.000+02:00,130.6,0.5669879308847791,99.74,0.433012069115221
2024-07-10T17:00:00.000+02:00,102.85,0.6620534277438043,52.5,0.3379465722561957
2024-07-04T19:00:00.000+02:00,159.62,0.7901980198019802,42.38,0.20980198019801982
2024-07-07T06:00:00.000+02:00,111.15,0.6627906976744187,56.55,0.3372093023255814
2024-07-01T12:00:00.000+02:00,151.47,0.8122586872586873,35.01,0.18774131274131275
2024-07-28T06:00:00.000+02:00,143.93,0.5803629032258065,104.07,0.41963709677419353
2024-07-28T23:00:00.000+02:00,160.31,0.5776728766530936,117.2,0.4223271233469064
2024-07-03T21:00:00.000+02:00,225.41,0.6770695662621651,107.51,0.3229304337378349
2024-07-01T21:00:00.000+02:00,202.02,0.7143311764081893,80.79,0.2856688235918108
2024-07-05T06:00:00.000+02:00,137.91,0.5912793688904132,95.33,0.4087206311095867
2024-07-30T07:00:00.000+02:00,140.58,0.5578350065473593,111.43,0.44216499345264076
2024-07-07T23:00:00.000+02:00,152.84,0.6038958473270378,100.25,0.3961041526729622
2024-07-31T22:00:00.000+02:00,190.91,0.5904859113544276,132.4,0.40951408864557237
2024-07-25T21:00:00.000+02:00,225.53,0.6593480485309166,116.52,0.34065195146908345
2024-07-11T00:00:00.000+02:00,138.1,0.5680789798436857,105.0,0.4319210201563143
2024-07-25T20:00:00.000+02:00,211.32,0.6650302114803626,106.44,0.3349697885196375
2024-07-08T05:00:00.000+02:00,126.38,0.5952336096458176,85.94,0.4047663903541824
2024-07-21T10:00:00.000+02:00,40.55,1.0,0.0,0.0
2024-07-15T16:00:00.000+02:00,63.06,0.9132512671976829,5.99,0.08674873280231717
2024-07-31T18:00:00.000+02:00,198.34,0.6775989887602063,94.37,0.32240101123979364
2024-07-19T10:00:00.000+02:00,197.68,0.6743535512042028,95.46,0.32564644879579724
2024-07-13T22:00:00.000+02:00,159.17,0.5969248078004875,107.48,0.40307519219951254
2024-07-07T10:00:00.000+02:00,41.66,0.987906094379891,-0.51,0.012093905620109084
2024-07-14T10:00:00.000+02:00,31.04,0.9996779388083735,-0.01,3.2206119162640903E-4
2024-07-10T23:00:00.000+02:00,168.96,0.6016451233842538,111.87,0.39835487661574615
2024-07-01T19:00:00.000+02:00,169.28,0.7745241581259151,49.28,0.22547584187408493
2024-07-07T03:00:00.000+02:00,98.73,0.687391213534777,44.9,0.31260878646522317
2024-07-27T02:00:00.000+02:00,140.75,0.5739509847897891,104.48,0.4260490152102108
2024-07-16T16:00:00.000+02:00,111.87,0.6516952114645229,59.79,0.3483047885354771
2024-07-16T00:00:00.000+02:00,139.8,0.5699608610567515,105.48,0.4300391389432485
2024-07-28T18:00:00.000+02:00,74.55,0.6437267938865383,41.26,0.3562732061134617
2024-07-27T20:00:00.000+02:00,146.81,0.5872634905396216,103.18,0.41273650946037843
2024-07-25T22:00:00.000+02:00,173.8,0.6039545470340898,113.97,0.3960454529659103
2024-07-03T20:00:00.000+02:00,213.96,0.7041400645033897,89.9,0.29585993549661027
2024-07-01T14:00:00.000+02:00,87.43,0.8050644567219153,21.17,0.1949355432780847
2024-07-11T18:00:00.000+02:00,167.08,0.7309795686223038,61.49,0.2690204313776961
2024-07-12T02:00:00.000+02:00,113.25,0.6033885662528637,74.44,0.39661143374713625
2024-07-21T04:00:00.000+02:00,87.06,0.7112164038885712,35.35,0.28878359611142884
2024-07-21T03:00:00.000+02:00,95.13,0.6866608921611087,43.41,0.3133391078388913
2024-07-17T19:00:00.000+02:00,210.01,0.6674612255275871,104.63,0.3325387744724129
2024-07-11T03:00:00.000+02:00,132.34,0.5695962813118706,100.0,0.43040371868812943
2024-07-18T20:00:00.000+02:00,235.87,0.6445944468736335,130.05,0.35540555312636646
2024-07-13T15:00:00.000+02:00,28.75,1.0,0.0,0.0
2024-07-24T11:00:00.000+02:00,176.51,0.6990218209179835,76.0,0.3009781790820166
2024-07-16T23:00:00.000+02:00,159.84,0.6182408911580413,98.7,0.3817591088419587
2024-07-19T19:00:00.000+02:00,201.05,0.6720708674577972,98.1,0.3279291325422029
2024-07-06T09:00:00.000+02:00,43.13,1.0,0.0,0.0
2024-07-08T22:00:00.000+02:00,175.6,0.6170063246661981,109.0,0.3829936753338018
2024-07-02T00:00:00.000+02:00,113.19,0.6333370635631155,65.53,0.3666629364368845
2024-07-04T03:00:00.000+02:00,129.58,0.6080142642642643,83.54,0.39198573573573575
2024-07-24T08:00:00.000+02:00,158.41,0.6006977361495582,105.3,0.3993022638504418
2024-07-11T04:00:00.000+02:00,131.75,0.5697297297297297,99.5,0.43027027027027026
2024-07-25T09:00:00.000+02:00,127.2,0.6289556962025317,75.04,0.3710443037974684
2024-07-27T15:00:00.000+02:00,40.53,0.6831282656329007,18.8,0.3168717343670993
2024-07-20T17:00:00.000+02:00,35.3,1.0,0.0,0.0
2024-07-05T21:00:00.000+02:00,209.22,0.687725987772007,95.0,0.3122740122279929
2024-07-16T17:00:00.000+02:00,112.47,0.6514335360556038,60.18,0.34856646394439617
2024-07-09T11:00:00.000+02:00,147.16,0.7759557078829422,42.49,0.22404429211705773
2024-07-05T00:00:00.000+02:00,122.01,0.5990572985712181,81.66,0.4009427014287818
2024-07-21T08:00:00.000+02:00,79.04,0.7591970031697243,25.07,0.24080299683027565
