Fecha,Valor_Mercado_Spot,Porcentaje_Mercado_Spot,Valor_PVPC,Porcentaje_PVPC
2023-12-14T08:00:00.000+01:00,143.17,0.6274707454967787,85.0,0.37252925450322133
2023-12-02T00:00:00.000+01:00,104.02,0.61817317406549,64.25,0.38182682593451006
2023-12-04T16:00:00.000+01:00,129.69,0.6494566578196204,70.0,0.3505433421803796
2023-12-21T06:00:00.000+01:00,74.75,0.6321353065539113,43.5,0.3678646934460888
2023-12-28T20:00:00.000+01:00,241.52,0.6527920428131251,128.46,0.34720795718687497
2023-12-23T18:00:00.000+01:00,103.63,0.5945155183294131,70.68,0.4054844816705869
2023-12-17T03:00:00.000+01:00,114.47,0.6205345042554344,70.0,0.3794654957445655
2023-12-28T14:00:00.000+01:00,148.86,0.6211817726589886,90.78,0.3788182273410115
2023-12-17T12:00:00.000+01:00,74.2,0.6292935289627682,43.71,0.3707064710372318
2023-12-14T21:00:00.000+01:00,204.89,0.6804942043907137,96.2,0.31950579560928627
2023-12-09T02:00:00.000+01:00,63.67,0.7531346108351076,20.87,0.24686538916489234
2023-12-20T14:00:00.000+01:00,102.77,0.6735924493675034,49.8,0.32640755063249655
2023-12-24T17:00:00.000+01:00,112.77,0.5924661132709889,77.57,0.40753388672901125
2023-12-22T22:00:00.000+01:00,128.56,0.6577304819400389,66.9,0.34226951805996114
2023-12-21T20:00:00.000+01:00,178.06,0.7047136581311592,74.61,0.2952863418688408
2023-12-22T08:00:00.000+01:00,128.89,0.643709733806123,71.34,0.3562902661938771
2023-12-27T07:00:00.000+01:00,113.11,0.5851223423516632,80.2,0.4148776576483369
2023-12-08T23:00:00.000+01:00,67.92,0.6201607012417822,41.6,0.37983929875821765
2023-12-20T13:00:00.000+01:00,149.25,0.7486832204665163,50.1,0.25131677953348386
2023-12-06T14:00:00.000+01:00,143.26,0.5723760437892045,107.03,0.4276239562107955
2023-12-04T14:00:00.000+01:00,116.53,0.6619894336192694,59.5,0.33801056638073057
2023-12-19T03:00:00.000+01:00,113.76,0.6026700572155118,75.0,0.39732994278448824
2023-12-17T16:00:00.000+01:00,104.7,0.609784507862551,67.0,0.39021549213744905
2023-12-05T00:00:00.000+01:00,137.45,0.6020586946999562,90.85,0.3979413053000438
2023-12-07T22:00:00.000+01:00,155.31,0.6269831657987163,92.4,0.3730168342012838
2023-12-23T12:00:00.000+01:00,59.52,0.6297746270235954,34.99,0.3702253729764046
2023-12-03T10:00:00.000+01:00,98.2,0.6149029430181591,61.5,0.385097056981841
2023-12-22T18:00:00.000+01:00,173.99,0.7116446480428648,70.5,0.28835535195713524
