Fecha,Valor_Mercado_Spot,Porcentaje_Mercado_Spot,Valor_PVPC,Porcentaje_PVPC
2016-01-06T03:00:00.000+01:00,7.0,1.0,,
2016-01-28T14:00:00.000+01:00,52.69,1.0,,
2016-01-08T17:00:00.000+01:00,45.0,1.0,,
2016-01-06T07:00:00.000+01:00,11.11,1.0,,
2016-01-01T04:00:00.000+01:00,27.13,1.0,,
2016-01-26T15:00:00.000+01:00,48.86,1.0,,
2016-01-29T17:00:00.000+01:00,49.83,1.0,,
2016-01-23T15:00:00.000+01:00,39.5,1.0,,
2016-01-27T21:00:00.000+01:00,48.42,1.0,,
2016-01-14T19:00:00.000+01:00,53.9,1.0,,
2016-01-10T16:00:00.000+01:00,8.0,1.0,,
2016-01-31T07:00:00.000+01:00,22.0,1.0,,
2016-01-03T23:00:00.000+01:00,21.01,1.0,,
2016-01-25T15:00:00.000+01:00,52.29,1.0,,
2016-01-30T01:00:00.000+01:00,44.99,1.0,,
2016-01-22T14:00:00.000+01:00,51.51,1.0,,
2016-01-11T07:00:00.000+01:00,20.0,1.0,,
2016-01-26T02:00:00.000+01:00,40.72,1.0,,
2016-01-19T20:00:00.000+01:00,60.03,1.0,,
2016-01-20T11:00:00.000+01:00,61.58,1.0,,
2016-01-02T02:00:00.000+01:00,15.35,1.0,,
2016-01-31T22:00:00.000+01:00,47.28,1.0,,
2016-01-29T11:00:00.000+01:00,48.47,1.0,,
2016-01-01T11:00:00.000+01:00,26.03,1.0,,
2016-01-05T15:00:00.000+01:00,33.33,1.0,,
2016-01-28T00:00:00.000+01:00,39.95,1.0,,
2016-01-25T05:00:00.000+01:00,24.96,1.0,,
2016-01-23T05:00:00.000+01:00,39.1,1.0,,
2016-01-15T17:00:00.000+01:00,43.0,1.0,,
2016-01-30T08:00:00.000+01:00,37.69,1.0,,
2016-01-13T23:00:00.000+01:00,36.0,1.0,,
2016-01-07T06:00:00.000+01:00,10.0,1.0,,
