Pais,TipoIntercambio,FechaCompleta,Porcentaje,Valor,Fecha
francia,Exportación,2014-01-01T00:00:00.000+01:00,0.8118029236599892,-22491.0,2014-01-01T00:00:00.000+01:00
francia,Exportación,2014-01-02T00:00:00.000+01:00,0.6801370792616721,-20045.0,2014-01-02T00:00:00.000+01:00
francia,Exportación,2014-01-03T00:00:00.000+01:00,0.3568226393947885,-10188.0,2014-01-03T00:00:00.000+01:00
francia,Exportación,2014-01-04T00:00:00.000+01:00,0.9186075812664243,-25518.0,2014-01-04T00:00:00.000+01:00
francia,Exportación,2014-01-05T00:00:00.000+01:00,0.8694741252880788,-29050.0,2014-01-05T00:00:00.000+01:00
francia,Exportación,2014-01-06T00:00:00.000+01:00,0.8366028546303186,-24735.0,2014-01-06T00:00:00.000+01:00
francia,Exportación,2014-01-07T00:00:00.000+01:00,0.44436224489795917,-17419.0,2014-01-07T00:00:00.000+01:00
francia,Exportación,2014-01-08T00:00:00.000+01:00,0.5609865197324279,-27591.0,2014-01-08T00:00:00.000+01:00
francia,Exportación,2014-01-09T00:00:00.000+01:00,0.3091671659676453,-11352.0,2014-01-09T00:00:00.000+01:00
francia,Exportación,2014-01-10T00:00:00.000+01:00,0.27455422585889816,-10301.0,2014-01-10T00:00:00.000+01:00
francia,Exportación,2014-01-11T00:00:00.000+01:00,0.07581360946745562,-1640.0,2014-01-11T00:00:00.000+01:00
francia,Exportación,2014-01-12T00:00:00.000+01:00,0.31297709923664124,-8897.0,2014-01-12T00:00:00.000+01:00
francia,Exportación,2014-01-13T00:00:00.000+01:00,0.6876028439256109,-22147.0,2014-01-13T00:00:00.000+01:00
francia,Exportación,2014-01-14T00:00:00.000+01:00,0.7531858337893832,-19268.0,2014-01-14T00:00:00.000+01:00
francia,Exportación,2014-01-15T00:00:00.000+01:00,0.4908395081833727,-18084.0,2014-01-15T00:00:00.000+01:00
francia,Exportación,2014-01-16T00:00:00.000+01:00,0.4778671714781511,-15146.0,2014-01-16T00:00:00.000+01:00
francia,Exportación,2014-01-17T00:00:00.000+01:00,0.453642936596218,-16313.0,2014-01-17T00:00:00.000+01:00
francia,Exportación,2014-01-18T00:00:00.000+01:00,0.1364433190494741,-4203.0,2014-01-18T00:00:00.000+01:00
francia,Exportación,2014-01-19T00:00:00.000+01:00,0.4014163571983764,-13944.0,2014-01-19T00:00:00.000+01:00
francia,Exportación,2014-01-20T00:00:00.000+01:00,0.8232452639979838,-19599.0,2014-01-20T00:00:00.000+01:00
francia,Exportación,2014-01-21T00:00:00.000+01:00,0.7456386094486184,-23422.0,2014-01-21T00:00:00.000+01:00
francia,Exportación,2014-01-22T00:00:00.000+01:00,0.8321224414530702,-22563.0,2014-01-22T00:00:00.000+01:00
francia,Exportación,2014-01-23T00:00:00.000+01:00,0.8672954106638943,-23358.0,2014-01-23T00:00:00.000+01:00
francia,Exportación,2014-01-24T00:00:00.000+01:00,0.9632364942059736,-23607.0,2014-01-24T00:00:00.000+01:00
francia,Exportación,2014-01-25T00:00:00.000+01:00,0.7328236562036913,-21759.0,2014-01-25T00:00:00.000+01:00
francia,Exportación,2014-01-26T00:00:00.000+01:00,0.6291509777723795,-25899.0,2014-01-26T00:00:00.000+01:00
francia,Exportación,2014-01-27T00:00:00.000+01:00,0.9958877600387034,-24702.0,2014-01-27T00:00:00.000+01:00
francia,Exportación,2014-01-28T00:00:00.000+01:00,1.0,-24600.0,2014-01-28T00:00:00.000+01:00
francia,Exportación,2014-01-29T00:00:00.000+01:00,0.9809379486361461,-24598.0,2014-01-29T00:00:00.000+01:00
francia,Exportación,2014-01-30T00:00:00.000+01:00,0.9665910335654487,-24708.0,2014-01-30T00:00:00.000+01:00
francia,Exportación,2014-01-31T00:00:00.000+01:00,0.8691844553913519,-25408.0,2014-01-31T00:00:00.000+01:00
francia,Exportación,2014-02-01T00:00:00.000+01:00,0.9200228914800772,-25722.0,2014-02-01T00:00:00.000+01:00
francia,Exportación,2014-02-02T00:00:00.000+01:00,0.7876766985864113,-27638.0,2014-02-02T00:00:00.000+01:00
francia,Exportación,2014-02-03T00:00:00.000+01:00,0.984632358735913,-24988.0,2014-02-03T00:00:00.000+01:00
francia,Exportación,2014-02-04T00:00:00.000+01:00,0.9943729903536977,-24740.0,2014-02-04T00:00:00.000+01:00
francia,Exportación,2014-02-05T00:00:00.000+01:00,0.9853137516688919,-24354.0,2014-02-05T00:00:00.000+01:00
francia,Exportación,2014-02-06T00:00:00.000+01:00,1.0,-24589.0,2014-02-06T00:00:00.000+01:00
francia,Exportación,2014-02-07T00:00:00.000+01:00,1.0,-24600.0,2014-02-07T00:00:00.000+01:00
francia,Exportación,2014-02-08T00:00:00.000+01:00,1.0,-24600.0,2014-02-08T00:00:00.000+01:00
francia,Exportación,2014-02-09T00:00:00.000+01:00,1.0,-25699.0,2014-02-09T00:00:00.000+01:00
francia,Exportación,2014-02-10T00:00:00.000+01:00,1.0,-24600.0,2014-02-10T00:00:00.000+01:00
francia,Exportación,2014-02-11T00:00:00.000+01:00,0.9471261007783096,-25920.0,2014-02-11T00:00:00.000+01:00
francia,Exportación,2014-02-12T00:00:00.000+01:00,1.0,-24597.0,2014-02-12T00:00:00.000+01:00
francia,Exportación,2014-02-13T00:00:00.000+01:00,0.999918712404487,-24602.0,2014-02-13T00:00:00.000+01:00
francia,Exportación,2014-02-14T00:00:00.000+01:00,0.9964953764303509,-23600.0,2014-02-14T00:00:00.000+01:00
francia,Exportación,2014-02-15T00:00:00.000+01:00,0.782195981210856,-23979.0,2014-02-15T00:00:00.000+01:00
francia,Exportación,2014-02-16T00:00:00.000+01:00,0.6158857884490591,-23727.0,2014-02-16T00:00:00.000+01:00
francia,Exportación,2014-02-17T00:00:00.000+01:00,0.763752487322678,-23797.0,2014-02-17T00:00:00.000+01:00
francia,Exportación,2014-02-18T00:00:00.000+01:00,0.7477723409734741,-29036.0,2014-02-18T00:00:00.000+01:00
francia,Exportación,2014-02-19T00:00:00.000+01:00,0.8939378707147884,-26676.0,2014-02-19T00:00:00.000+01:00
francia,Exportación,2014-02-20T00:00:00.000+01:00,0.9999593528981383,-24601.0,2014-02-20T00:00:00.000+01:00
francia,Exportación,2014-02-21T00:00:00.000+01:00,0.8786010182462132,-27784.0,2014-02-21T00:00:00.000+01:00
francia,Exportación,2014-02-22T00:00:00.000+01:00,0.8635873159525218,-24810.0,2014-02-22T00:00:00.000+01:00
francia,Exportación,2014-02-23T00:00:00.000+01:00,0.9748138168481718,-26048.0,2014-02-23T00:00:00.000+01:00
francia,Exportación,2014-02-24T00:00:00.000+01:00,0.758710722967498,-25281.0,2014-02-24T00:00:00.000+01:00
francia,Exportación,2014-02-25T00:00:00.000+01:00,0.9981770305853758,-24640.0,2014-02-25T00:00:00.000+01:00
francia,Exportación,2014-02-26T00:00:00.000+01:00,0.890825117101772,-27196.0,2014-02-26T00:00:00.000+01:00
francia,Exportación,2014-02-27T00:00:00.000+01:00,0.9823279924599434,-25014.0,2014-02-27T00:00:00.000+01:00
