Pais,TipoIntercambio,FechaCompleta,Porcentaje,Valor,Fecha
francia,Exportación,2022-01-01T00:00:00.000+01:00,0.040690692391790774,-2873.3,2022-01-01T00:00:00.000+01:00
francia,Exportación,2022-01-02T00:00:00.000+01:00,0.03352963228112584,-2674.3,2022-01-02T00:00:00.000+01:00
francia,Exportación,2022-01-03T00:00:00.000+01:00,0.0789662326013408,-6444.3,2022-01-03T00:00:00.000+01:00
francia,Exportación,2022-01-04T00:00:00.000+01:00,0.7276761833404483,-41761.7,2022-01-04T00:00:00.000+01:00
francia,Exportación,2022-01-05T00:00:00.000+01:00,0.8014993776168383,-42497.1,2022-01-05T00:00:00.000+01:00
francia,Exportación,2022-01-06T00:00:00.000+01:00,0.7308582244652934,-40967.6,2022-01-06T00:00:00.000+01:00
francia,Exportación,2022-01-07T00:00:00.000+01:00,0.5497382537741282,-33982.4,2022-01-07T00:00:00.000+01:00
francia,Exportación,2022-01-08T00:00:00.000+01:00,0.1586140723335776,-10497.0,2022-01-08T00:00:00.000+01:00
francia,Exportación,2022-01-09T00:00:00.000+01:00,0.9295050738441702,-64164.2,2022-01-09T00:00:00.000+01:00
francia,Exportación,2022-01-10T00:00:00.000+01:00,0.8685587806707862,-58234.0,2022-01-10T00:00:00.000+01:00
francia,Exportación,2022-01-11T00:00:00.000+01:00,0.89086786061188,-47967.8,2022-01-11T00:00:00.000+01:00
francia,Exportación,2022-01-12T00:00:00.000+01:00,0.8655472957732309,-53338.4,2022-01-12T00:00:00.000+01:00
francia,Exportación,2022-01-13T00:00:00.000+01:00,0.8687396539972086,-50853.5,2022-01-13T00:00:00.000+01:00
francia,Exportación,2022-01-14T00:00:00.000+01:00,0.906460101811231,-54630.9,2022-01-14T00:00:00.000+01:00
francia,Exportación,2022-01-15T00:00:00.000+01:00,0.540377417165048,-28498.1,2022-01-15T00:00:00.000+01:00
francia,Exportación,2022-01-16T00:00:00.000+01:00,0.40432636039052433,-21833.3,2022-01-16T00:00:00.000+01:00
francia,Exportación,2022-01-17T00:00:00.000+01:00,0.6809015913519938,-31166.5,2022-01-17T00:00:00.000+01:00
francia,Exportación,2022-01-18T00:00:00.000+01:00,0.7110522328500185,-35102.8,2022-01-18T00:00:00.000+01:00
